Query_ID,Subject_ID,Identity,Alignment Length,Mismatches
OFBKKLGO_02454_lytC_1,sp|P54525|YQII_BACSU Uncharacterized protein YqiI OS=Bacillus subtilis (strain 168) OX=224308 GN=yqiI PE=3 SV=3,71.9,203,56
OFBKKLGO_02464_spo0A_2,sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) OX=224308 GN=spo0A PE=1 SV=1,73.0,267,8
OFBKKLGO_02467_argR,sp|A7Z6J3|ARGR_BACVZ Arginine repressor OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=argR PE=3 SV=1,99.3,149,1
OFBKKLGO_02468_tlyA,sp|P19672|YQXC_BACSU Putative rRNA methyltransferase YqxC OS=Bacillus subtilis (strain 168) OX=224308 GN=yqxC PE=3 SV=3,86.1,281,39
OFBKKLGO_02470_group_3720,sp|P54383|ISPA_BACSU Farnesyl diphosphate synthase OS=Bacillus subtilis (strain 168) OX=224308 GN=ispA PE=3 SV=2,85.5,296,43
OFBKKLGO_02471_xseB,sp|A7Z6J7|EX7S_BACVZ Exodeoxyribonuclease 7 small subunit OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=xseB PE=3 SV=1,98.8,84,1
OFBKKLGO_02472_xseA,sp|P54521|EX7L_BACSU Exodeoxyribonuclease 7 large subunit OS=Bacillus subtilis (strain 168) OX=224308 GN=xseA PE=3 SV=2,86.5,446,60
OFBKKLGO_02473_folD,sp|A7Z6J9|FOLD_BACVZ Bifunctional protein FolD OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=folD PE=3 SV=1,99.6,283,1
OFBKKLGO_02474_nusB,sp|A7Z6K0|NUSB_BACVZ Transcription antitermination protein NusB OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=nusB PE=3 SV=1,98.5,130,2
OFBKKLGO_02475_group_6270,sp|P54519|YQHY_BACSU Uncharacterized protein YqhY OS=Bacillus subtilis (strain 168) OX=224308 GN=yqhY PE=3 SV=2,91.9,135,11
OFBKKLGO_02476_accC,sp|P49787|ACCC1_BACSU Biotin carboxylase 1 OS=Bacillus subtilis (strain 168) OX=224308 GN=accC1 PE=3 SV=3,94.7,450,24
OFBKKLGO_02477_accB,sp|P49786|BCCP_BACSU Biotin carboxyl carrier protein of acetyl-CoA carboxylase OS=Bacillus subtilis (strain 168) OX=224308 GN=accB PE=1 SV=2,79.4,160,31
OFBKKLGO_02479_group_2887,sp|P49784|SP3AG_BACSU Stage III sporulation protein AG OS=Bacillus subtilis (strain 168) OX=224308 GN=spoIIIAG PE=4 SV=3,80.9,230,43
OFBKKLGO_02481_spoIIIAE,sp|P49782|SP3AE_BACSU Stage III sporulation protein AE OS=Bacillus subtilis (strain 168) OX=224308 GN=spoIIIAE PE=1 SV=2,86.1,402,53
OFBKKLGO_02482_group_6271,sp|P49781|SP3AD_BACSU Stage III sporulation protein AD OS=Bacillus subtilis (strain 168) OX=224308 GN=spoIIIAD PE=4 SV=1,96.0,100,4
OFBKKLGO_02483_group_16176,sp|P49780|SP3AC_BACSU Stage III sporulation protein AC OS=Bacillus subtilis (strain 168) OX=224308 GN=spoIIIAC PE=4 SV=1,100.0,68,0
OFBKKLGO_02484_spoIIIAB,sp|Q01368|SP3AB_BACSU Stage III sporulation protein AB OS=Bacillus subtilis (strain 168) OX=224308 GN=spoIIIAB PE=1 SV=2,83.0,171,29
OFBKKLGO_02485_group_6272,sp|Q01367|SP3AA_BACSU Stage III sporulation protein AA OS=Bacillus subtilis (strain 168) OX=224308 GN=spoIIIAA PE=4 SV=1,76.5,307,72
OFBKKLGO_02486_group_4801,sp|P49779|YQHV_BACSU Uncharacterized protein YqhV OS=Bacillus subtilis (strain 168) OX=224308 GN=yqhV PE=4 SV=1,89.2,93,10
OFBKKLGO_02487_efp,sp|A7Z6L3|EFP_BACVZ Elongation factor P OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=efp PE=3 SV=1,99.5,185,1
OFBKKLGO_02488_ypdF,sp|P54518|YQHT_BACSU Uncharacterized peptidase YqhT OS=Bacillus subtilis (strain 168) OX=224308 GN=yqhT PE=3 SV=1,87.0,353,46
OFBKKLGO_02489_group_6274,sp|P54516|YQHR_BACSU Uncharacterized protein YqhR OS=Bacillus subtilis (strain 168) OX=224308 GN=yqhR PE=4 SV=1,66.7,174,57
OFBKKLGO_02490_group_3725,sp|P54515|YQHQ_BACSU Uncharacterized protein YqhQ OS=Bacillus subtilis (strain 168) OX=224308 GN=yqhQ PE=4 SV=2,85.5,318,46
OFBKKLGO_02491_group_4802,sp|P54514|YQHP_BACSU Uncharacterized protein YqhP OS=Bacillus subtilis (strain 168) OX=224308 GN=yqhP PE=4 SV=1,80.9,131,25
OFBKKLGO_02492_group_6275,sp|P54513|YQHO_BACSU Uncharacterized protein YqhO OS=Bacillus subtilis (strain 168) OX=224308 GN=yqhO PE=3 SV=1,83.8,291,47
OFBKKLGO_02493_mntR,sp|A7Z6L9|MNTR_BACVZ HTH-type transcriptional regulator MntR OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=mntR PE=3 SV=1,99.3,142,1
OFBKKLGO_02494_lipM,sp|A7Z6M0|LIPM_BACVZ Octanoyltransferase LipM OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=lipM PE=3 SV=1,98.6,278,4
OFBKKLGO_02495_glpE,sp|P54510|YQHL_BACSU Uncharacterized protein YqhL OS=Bacillus subtilis (strain 168) OX=224308 GN=yqhL PE=4 SV=2,90.3,124,12
OFBKKLGO_02496_gcvPB,sp|A7Z6M2|GCSPB_BACVZ Probable glycine dehydrogenase (decarboxylating) subunit 2 OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=gcvPB PE=3 SV=1,97.8,491,11
OFBKKLGO_02497_gcvPA,sp|A7Z6M3|GCSPA_BACVZ Probable glycine dehydrogenase (decarboxylating) subunit 1 OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=gcvPA PE=3 SV=1,97.5,448,11
OFBKKLGO_02500_rapA_2,sp|P54509|YQHH_BACSU Uncharacterized ATP-dependent helicase YqhH OS=Bacillus subtilis (strain 168) OX=224308 GN=yqhH PE=3 SV=1,87.6,557,68
OFBKKLGO_02501_group_6278,sp|P54508|YQHG_BACSU Uncharacterized protein YqhG OS=Bacillus subtilis (strain 168) OX=224308 GN=yqhG PE=4 SV=1,80.2,263,52
OFBKKLGO_02502_sinI,sp|P23308|SINI_BACSU Protein SinI OS=Bacillus subtilis (strain 168) OX=224308 GN=sinI PE=1 SV=1,68.4,57,18
OFBKKLGO_02503_sinR,sp|P06533|SINR_BACSU HTH-type transcriptional regulator SinR OS=Bacillus subtilis (strain 168) OX=224308 GN=sinR PE=1 SV=1,97.3,111,3
OFBKKLGO_02504_tasA,sp|P54507|TASA_BACSU Major biofilm matrix component OS=Bacillus subtilis (strain 168) OX=224308 GN=tasA PE=1 SV=1,83.9,261,42
OFBKKLGO_02507_yqzG,sp|O32019|YQZG_BACSU Uncharacterized protein YqzG OS=Bacillus subtilis (strain 168) OX=224308 GN=yqzG PE=1 SV=1,75.2,109,26
OFBKKLGO_02512_group_880,sp|P25956|COMGD_BACSU ComG operon protein 4 OS=Bacillus subtilis (strain 168) OX=224308 GN=comGD PE=3 SV=1,56.1,139,57
OFBKKLGO_02513_comGC,sp|P25955|COMGC_BACSU ComG operon protein 3 OS=Bacillus subtilis (strain 168) OX=224308 GN=comGC PE=1 SV=1,77.1,96,22
OFBKKLGO_02514_epsF_1,sp|P25954|COMGB_BACSU ComG operon protein 2 OS=Bacillus subtilis (strain 168) OX=224308 GN=comGB PE=3 SV=1,66.9,323,107
OFBKKLGO_02516_group_3729,sp|P40948|CORA_BACSU Magnesium transport protein CorA OS=Bacillus subtilis (strain 168) OX=224308 GN=corA PE=1 SV=2,68.5,308,97
OFBKKLGO_02519_mgsR_1,sp|P54503|MGSR_BACSU Regulatory protein MgsR OS=Bacillus subtilis (strain 168) OX=224308 GN=mgsR PE=1 SV=2,86.2,123,17
OFBKKLGO_02520_group_15996,sp|P54502|YQGY_BACSU Uncharacterized protein YqgY OS=Bacillus subtilis (strain 168) OX=224308 GN=yqgY PE=4 SV=1,92.6,81,6
OFBKKLGO_02521_group_6283,sp|P54501|YQGX_BACSU Probable metallo-hydrolase YqgX OS=Bacillus subtilis (strain 168) OX=224308 GN=yqgX PE=3 SV=1,82.1,212,37
OFBKKLGO_02522_group_3731,sp|P54500|YQGW_BACSU Uncharacterized protein YqgW OS=Bacillus subtilis (strain 168) OX=224308 GN=yqgW PE=4 SV=1,84.2,57,9
OFBKKLGO_02523_group_6284,sp|P54499|YQGV_BACSU UPF0045 protein YqgV OS=Bacillus subtilis (strain 168) OX=224308 GN=yqgV PE=3 SV=2,90.3,103,10
OFBKKLGO_02524_group_1256,sp|P54498|YQGU_BACSU Uncharacterized lipoprotein YqgU OS=Bacillus subtilis (strain 168) OX=224308 GN=yqgU PE=3 SV=2,43.8,80,45
OFBKKLGO_02527_glcK,sp|P54495|GLK_BACSU Glucokinase OS=Bacillus subtilis (strain 168) OX=224308 GN=glcK PE=1 SV=2,83.2,321,53
OFBKKLGO_02529_nhaC_2,sp|O07553|NHAC_BACSU Na(+)/H(+) antiporter NhaC OS=Bacillus subtilis (strain 168) OX=224308 GN=nhaC PE=1 SV=1,82.0,417,75
OFBKKLGO_02530_group_6286,sp|P54492|YQGO_BACSU Uncharacterized protein YqgO OS=Bacillus subtilis (strain 168) OX=224308 GN=yqgO PE=4 SV=1,82.5,57,10
OFBKKLGO_02532_rpmGA,sp|P56849|RL331_BACSU 50S ribosomal protein L33 1 OS=Bacillus subtilis (strain 168) OX=224308 GN=rpmGA PE=1 SV=2,100.0,49,0
OFBKKLGO_02533_group_15754,sp|O32022|YQZD_BACSU Uncharacterized protein YqzD OS=Bacillus subtilis (strain 168) OX=224308 GN=yqzD PE=4 SV=1,95.7,116,5
OFBKKLGO_02534_mltG_1,sp|O32023|YQZC_BACSU Uncharacterized protein YqzC OS=Bacillus subtilis (strain 168) OX=224308 GN=yqzC PE=3 SV=2,82.6,155,25
OFBKKLGO_02535_pstB3_2,sp|P46342|PSTB1_BACSU Phosphate import ATP-binding protein PstB 1 OS=Bacillus subtilis (strain 168) OX=224308 GN=pstB1 PE=3 SV=1,75.7,259,63
OFBKKLGO_02536_pstB3_3,sp|P46341|PSTB2_BACSU Phosphate import ATP-binding protein PstB 2 OS=Bacillus subtilis (strain 168) OX=224308 GN=pstB2 PE=3 SV=1,85.5,269,38
OFBKKLGO_02537_pstA,sp|P46340|YQGI_BACSU Probable ABC transporter permease protein YqgI OS=Bacillus subtilis (strain 168) OX=224308 GN=yqgI PE=3 SV=2,89.1,294,32
OFBKKLGO_02538_pstC,sp|P46339|YQGH_BACSU Probable ABC transporter permease protein YqgH OS=Bacillus subtilis (strain 168) OX=224308 GN=yqgH PE=3 SV=2,89.0,309,34
OFBKKLGO_02539_pstS1,sp|P46338|PSTS_BACSU Phosphate-binding protein PstS OS=Bacillus subtilis (strain 168) OX=224308 GN=pstS PE=3 SV=1,84.3,300,47
OFBKKLGO_02541_group_3734,sp|P54487|YQGE_BACSU Uncharacterized protein YqgE OS=Bacillus subtilis (strain 168) OX=224308 GN=yqgE PE=4 SV=2,87.9,430,51
OFBKKLGO_02542_sodA,sp|P54375|SODM_BACSU Superoxide dismutase [Mn] OS=Bacillus subtilis (strain 168) OX=224308 GN=sodA PE=1 SV=5,92.6,202,14
OFBKKLGO_02543_group_3735,sp|P54486|YQGC_BACSU Uncharacterized protein YqgC OS=Bacillus subtilis (strain 168) OX=224308 GN=yqgC PE=4 SV=1,85.6,160,23
OFBKKLGO_02544_group_6289,sp|P54485|YQGB_BACSU Uncharacterized protein YqgB OS=Bacillus subtilis (strain 168) OX=224308 GN=yqgB PE=4 SV=2,76.0,250,60
OFBKKLGO_02546_ispG,sp|A7Z6S2|ISPG_BACVZ 4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin) OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=ispG PE=3 SV=1,98.9,375,4
OFBKKLGO_02547_group_3736,sp|P54481|YQFX_BACSU Uncharacterized protein YqfX OS=Bacillus subtilis (strain 168) OX=224308 GN=yqfX PE=4 SV=1,77.2,127,25
OFBKKLGO_02548_group_2896,sp|P54480|YQFW_BACSU Putative nucleotidase YqfW OS=Bacillus subtilis (strain 168) OX=224308 GN=yqfW PE=3 SV=1,80.8,193,37
OFBKKLGO_02549_zur,sp|P54479|ZUR_BACSU Zinc-specific metallo-regulatory protein OS=Bacillus subtilis (strain 168) OX=224308 GN=zur PE=1 SV=2,90.4,135,13
OFBKKLGO_02551_group_1822,sp|P54477|YQFT_BACSU Uncharacterized protein YqfT OS=Bacillus subtilis (strain 168) OX=224308 GN=yqfT PE=4 SV=1,78.3,83,18
OFBKKLGO_02553_cshB,sp|P54475|CSHB_BACSU DEAD-box ATP-dependent RNA helicase CshB OS=Bacillus subtilis (strain 168) OX=224308 GN=cshB PE=1 SV=1,89.0,438,48
OFBKKLGO_02555_ispH,sp|A7Z6T1|ISPH_BACVZ 4-hydroxy-3-methylbut-2-enyl diphosphate reductase OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=ispH PE=3 SV=1,98.7,314,4
OFBKKLGO_02556_group_2897,sp|P54472|GCH1L_BACSU GTP cyclohydrolase 1 type 2 homolog OS=Bacillus subtilis (strain 168) OX=224308 GN=yqfO PE=3 SV=2,82.3,373,66
OFBKKLGO_02557_trmK,sp|P54471|TRMK_BACSU tRNA (adenine(22)-N(1))-methyltransferase OS=Bacillus subtilis (strain 168) OX=224308 GN=trmK PE=1 SV=2,77.6,237,52
OFBKKLGO_02558_cccA,sp|P24469|C550_BACSU Cytochrome c-550 OS=Bacillus subtilis (strain 168) OX=224308 GN=cccA PE=1 SV=1,85.8,120,17
OFBKKLGO_02559_sigA,sp|P06224|SIGA_BACSU RNA polymerase sigma factor SigA OS=Bacillus subtilis (strain 168) OX=224308 GN=sigA PE=1 SV=2,98.4,373,4
OFBKKLGO_02560_dnaG,sp|P05096|DNAG_BACSU DNA primase OS=Bacillus subtilis (strain 168) OX=224308 GN=dnaG PE=1 SV=2,87.1,603,78
OFBKKLGO_02561_group_4814,sp|A7Z6T7|Y2353_BACVZ UPF0178 protein RBAM_023530 OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=RBAM_023530 PE=3 SV=1,96.4,168,6
OFBKKLGO_02562_yqfL,"sp|A7Z6T8|PDRP_BACVZ Putative pyruvate, phosphate dikinase regulatory protein OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=RBAM_023540 PE=3 SV=1",98.9,270,3
OFBKKLGO_02563_ccpN,sp|O34994|CCPN_BACSU Transcriptional repressor CcpN OS=Bacillus subtilis (strain 168) OX=224308 GN=ccpN PE=1 SV=1,94.3,212,12
OFBKKLGO_02564_glyS,sp|P54381|SYGB_BACSU Glycine--tRNA ligase beta subunit OS=Bacillus subtilis (strain 168) OX=224308 GN=glyS PE=3 SV=2,83.2,679,114
OFBKKLGO_02565_glyQ,sp|A7Z6U1|SYGA_BACVZ Glycine--tRNA ligase alpha subunit OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=glyQ PE=3 SV=1,98.6,295,4
OFBKKLGO_02566_recO,sp|A7Z6U2|RECO_BACVZ DNA repair protein RecO OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=recO PE=3 SV=1,96.5,255,9
OFBKKLGO_02567_group_6294,sp|C0H452|YQZL_BACSU Uncharacterized protein YqzL OS=Bacillus subtilis (strain 168) OX=224308 GN=yqzL PE=4 SV=1,87.2,47,6
OFBKKLGO_02568_era,sp|P42182|ERA_BACSU GTPase Era OS=Bacillus subtilis (strain 168) OX=224308 GN=era PE=1 SV=1,96.7,301,10
OFBKKLGO_02569_cdd,sp|P19079|CDD_BACSU Cytidine deaminase OS=Bacillus subtilis (strain 168) OX=224308 GN=cdd PE=1 SV=1,91.9,136,11
OFBKKLGO_02570_dgkA,sp|P19638|UDPK_BACSU Undecaprenol kinase OS=Bacillus subtilis (strain 168) OX=224308 GN=dgkA PE=1 SV=4,77.0,122,28
OFBKKLGO_02571_ybeY,sp|A7Z6U6|YBEY_BACVZ Endoribonuclease YbeY OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=ybeY PE=3 SV=1,98.7,157,2
OFBKKLGO_02572_pgpH,sp|P46344|PGPH_BACSU Cyclic-di-AMP phosphodiesterase PgpH OS=Bacillus subtilis (strain 168) OX=224308 GN=pgpH PE=3 SV=2,87.5,710,89
OFBKKLGO_02573_group_6298,sp|P46343|PHOL_BACSU PhoH-like protein OS=Bacillus subtilis (strain 168) OX=224308 GN=phoH PE=3 SV=3,90.9,318,29
OFBKKLGO_02575_group_15757,sp|P54468|YQFC_BACSU Uncharacterized protein YqfC OS=Bacillus subtilis (strain 168) OX=224308 GN=yqfC PE=4 SV=1,94.6,93,5
OFBKKLGO_02577_group_16331,sp|P54466|YQFA_BACSU UPF0365 protein YqfA OS=Bacillus subtilis (strain 168) OX=224308 GN=yqfA PE=3 SV=1,92.7,328,24
OFBKKLGO_02578_group_3747,sp|P54465|YQEZ_BACSU Uncharacterized protein YqeZ OS=Bacillus subtilis (strain 168) OX=224308 GN=yqeZ PE=4 SV=1,77.8,432,96
OFBKKLGO_02579_yqeY,sp|P54464|YQEY_BACSU Uncharacterized protein YqeY OS=Bacillus subtilis (strain 168) OX=224308 GN=yqeY PE=1 SV=1,95.3,148,7
OFBKKLGO_02580_rpsU,sp|A8FFC6|RS21_BACP2 30S ribosomal protein S21 OS=Bacillus pumilus (strain SAFR-032) OX=315750 GN=rpsU PE=3 SV=1,100.0,57,0
OFBKKLGO_02582_mtaB,sp|P54462|MTAB_BACSU Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB OS=Bacillus subtilis (strain 168) OX=224308 GN=mtaB PE=1 SV=1,93.6,451,29
OFBKKLGO_02583_rsmE,sp|P54461|RSME_BACSU Ribosomal RNA small subunit methyltransferase E OS=Bacillus subtilis (strain 168) OX=224308 GN=rsmE PE=1 SV=1,77.0,256,59
OFBKKLGO_02584_prmA,sp|A7Z6V9|PRMA_BACVZ Ribosomal protein L11 methyltransferase OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=prmA PE=3 SV=1,99.4,311,2
OFBKKLGO_02585_dnaJ,sp|A7Z6W0|DNAJ_BACVZ Chaperone protein DnaJ OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=dnaJ PE=3 SV=1,98.7,375,5
OFBKKLGO_02587_dnaK,sp|A7Z6W1|DNAK_BACVZ Chaperone protein DnaK OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=dnaK PE=3 SV=1,99.7,611,2
OFBKKLGO_02588_grpE,sp|A7Z6W2|GRPE_BACVZ Protein GrpE OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=grpE PE=3 SV=1,96.9,191,3
OFBKKLGO_02589_hrcA,sp|A7Z6W3|HRCA_BACVZ Heat-inducible transcription repressor HrcA OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=hrcA PE=3 SV=1,98.8,343,4
OFBKKLGO_02591_lepA,sp|A7Z6W5|LEPA_BACVZ Elongation factor 4 OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=lepA PE=3 SV=1,99.2,611,5
OFBKKLGO_02592_group_4817,sp|P38425|YQXA_BACSU Uncharacterized protein YqxA OS=Bacillus subtilis (strain 168) OX=224308 GN=yqxA PE=4 SV=1,69.6,112,34
OFBKKLGO_02593_group_6302,sp|P37968|SP2P_BACSU Stage II sporulation protein P OS=Bacillus subtilis (strain 168) OX=224308 GN=spoIIP PE=4 SV=1,83.0,401,64
OFBKKLGO_02594_gpr,sp|A7Z6W8|GPR_BACVZ Germination protease OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=gpr PE=3 SV=1,98.9,368,4
OFBKKLGO_02595_rpsT,sp|A7Z6W9|RS20_BACVZ 30S ribosomal protein S20 OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=rpsT PE=3 SV=1,100.0,88,0
OFBKKLGO_02596_yqeN,sp|P54459|YQEN_BACSU Uncharacterized protein YqeN OS=Bacillus subtilis (strain 168) OX=224308 GN=yqeN PE=1 SV=1,87.6,338,42
OFBKKLGO_02599_tadA_2,sp|P32393|COMEB_BACSU ComE operon protein 2 OS=Bacillus subtilis (strain 168) OX=224308 GN=comEB PE=3 SV=1,90.5,189,18
OFBKKLGO_02601_proC_3,sp|P39696|COMER_BACSU ComE operon protein 4 OS=Bacillus subtilis (strain 168) OX=224308 GN=comER PE=3 SV=3,77.7,273,61
OFBKKLGO_02602_cypM,sp|P54458|YQEM_BACSU Putative methyltransferase YqeM OS=Bacillus subtilis (strain 168) OX=224308 GN=yqeM PE=3 SV=1,78.5,246,52
OFBKKLGO_02603_rsfS,sp|P54457|IOJAP_BACSU Ribosomal silencing factor RsfS OS=Bacillus subtilis (strain 168) OX=224308 GN=rsfS PE=3 SV=1,88.9,117,13
OFBKKLGO_02604_group_2904,sp|P54456|YQEK_BACSU Uncharacterized protein YqeK OS=Bacillus subtilis (strain 168) OX=224308 GN=yqeK PE=4 SV=1,83.2,184,31
OFBKKLGO_02606_group_3749,sp|P54454|YQEI_BACSU Probable RNA-binding protein YqeI OS=Bacillus subtilis (strain 168) OX=224308 GN=yqeI PE=4 SV=1,93.8,96,6
OFBKKLGO_02607_aroE_1,sp|P54374|AROE_BACSU Shikimate dehydrogenase (NADP(+)) OS=Bacillus subtilis (strain 168) OX=224308 GN=aroE PE=3 SV=2,75.0,280,70
OFBKKLGO_02608_yqeH,sp|P54453|YQEH_BACSU Uncharacterized protein YqeH OS=Bacillus subtilis (strain 168) OX=224308 GN=yqeH PE=1 SV=1,89.1,366,40
OFBKKLGO_02609_group_6306,sp|P54452|YQEG_BACSU Uncharacterized protein YqeG OS=Bacillus subtilis (strain 168) OX=224308 GN=yqeG PE=4 SV=1,91.9,172,14
OFBKKLGO_02611_group_3750,sp|P54451|YQEF_BACSU Uncharacterized lipoprotein YqeF OS=Bacillus subtilis (strain 168) OX=224308 GN=yqeF PE=3 SV=1,75.7,243,59
OFBKKLGO_02614_ydjZ_1,sp|P54449|YQED_BACSU Uncharacterized protein YqeD OS=Bacillus subtilis (strain 168) OX=224308 GN=yqeD PE=4 SV=1,68.3,208,66
OFBKKLGO_02630_manR,sp|O31644|MANR_BACSU Transcriptional regulator ManR OS=Bacillus subtilis (strain 168) OX=224308 GN=manR PE=1 SV=2,80.3,650,126
OFBKKLGO_02634_ynfM,sp|P37498|YYBF_BACSU Uncharacterized MFS-type transporter YybF OS=Bacillus subtilis (strain 168) OX=224308 GN=yybF PE=3 SV=1,47.0,381,202
OFBKKLGO_02636_cypB,sp|O08336|CYPB_BACSU Bifunctional cytochrome P450/NADPH--P450 reductase 2 OS=Bacillus subtilis (strain 168) OX=224308 GN=cypB PE=1 SV=1,71.2,1059,294
OFBKKLGO_02637_bm3R1,sp|O08335|FATR_BACSU HTH-type transcriptional repressor FatR OS=Bacillus subtilis (strain 168) OX=224308 GN=fatR PE=4 SV=1,68.3,186,59
OFBKKLGO_02639_group_2268,sp|O32027|YRZI_BACSU Uncharacterized protein YrzI OS=Bacillus subtilis (strain 168) OX=224308 GN=yrzI PE=4 SV=1,75.6,45,11
OFBKKLGO_02640_focA,sp|O05399|YRHG_BACSU Uncharacterized transporter YrhG OS=Bacillus subtilis (strain 168) OX=224308 GN=yrhG PE=3 SV=1,85.0,266,40
OFBKKLGO_02641_group_6312,sp|O05398|YRHF_BACSU Uncharacterized protein YrhF OS=Bacillus subtilis (strain 168) OX=224308 GN=yrhF PE=4 SV=1,91.0,122,11
OFBKKLGO_02642_group_2464,sp|Q795Y4|FDHL_BACSU Putative formate dehydrogenase YrhE OS=Bacillus subtilis (strain 168) OX=224308 GN=yrhE PE=3 SV=1,92.1,978,77
OFBKKLGO_02643_group_6313,sp|O05396|YRHD_BACSU Uncharacterized protein YrhD OS=Bacillus subtilis (strain 168) OX=224308 GN=yrhD PE=4 SV=1,78.0,159,35
OFBKKLGO_02644_group_1258,sp|O05395|YRHC_BACSU Uncharacterized protein YrhC OS=Bacillus subtilis (strain 168) OX=224308 GN=yrhC PE=4 SV=1,77.6,76,17
OFBKKLGO_02645_mccB,sp|O05394|MCCB_BACSU Cystathionine gamma-lyase OS=Bacillus subtilis (strain 168) OX=224308 GN=mccB PE=1 SV=1,84.7,379,58
OFBKKLGO_02646_mccA,sp|O05393|MCCA_BACSU O-acetylserine dependent cystathionine beta-synthase OS=Bacillus subtilis (strain 168) OX=224308 GN=mccA PE=1 SV=1,84.0,306,49
OFBKKLGO_02647_mtnN,sp|A7Z721|MTNN_BACVZ 5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=mtnN PE=3 SV=1,99.6,231,1
OFBKKLGO_02648_yrrT,sp|A7Z722|Y2438_BACVZ Uncharacterized methyltransferase RBAM_024380 OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=yrrT PE=3 SV=1,96.2,213,8
OFBKKLGO_02649_group_1826,sp|O32030|YRZA_BACSU Uncharacterized protein YrzA OS=Bacillus subtilis (strain 168) OX=224308 GN=yrzA PE=4 SV=1,83.3,66,11
OFBKKLGO_02650_group_6314,sp|O32031|YRRS_BACSU Uncharacterized membrane protein YrrS OS=Bacillus subtilis (strain 168) OX=224308 GN=yrrS PE=4 SV=1,66.8,238,74
OFBKKLGO_02651_pbpI,sp|O32032|PBPI_BACSU Penicillin-binding protein 4B OS=Bacillus subtilis (strain 168) OX=224308 GN=pbpI PE=2 SV=1,79.8,580,117
OFBKKLGO_02652_greA,sp|A7Z726|GREA_BACVZ Transcription elongation factor GreA OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=greA PE=3 SV=1,99.4,157,1
OFBKKLGO_02653_udk,sp|A7Z727|URK_BACVZ Uridine kinase OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=udk PE=3 SV=1,100.0,211,0
OFBKKLGO_02654_group_16124,sp|O32034|TRHP1_BACSU tRNA hydroxylation protein P1 OS=Bacillus subtilis (strain 168) OX=224308 GN=trhP1 PE=3 SV=1,93.1,422,29
OFBKKLGO_02655_rlhA,sp|O32035|TRHP2_BACSU tRNA hydroxylation protein P2 OS=Bacillus subtilis (strain 168) OX=224308 GN=trhP2 PE=3 SV=1,86.1,309,43
OFBKKLGO_02656_trmR,sp|O32036|TRMR_BACSU tRNA 5-hydroxyuridine methyltransferase OS=Bacillus subtilis (strain 168) OX=224308 GN=trmR PE=1 SV=1,77.4,217,49
