Query_ID,Subject_ID,Identity,Alignment Length,Mismatches
OFBKKLGO_02022_zosA,BS_ykvW [P] COG2217 Cation transport ATPase,79.4,637,131
OFBKKLGO_02024_ykvU,BS_ykvU [R] COG2244 Membrane protein involved in the export of O-antigen and teichoic acid,93.3,446,29
OFBKKLGO_02027_group_6170,BS_ykvS [S] COG4873 Uncharacterized protein conserved in bacteria,96.7,61,2
OFBKKLGO_02030_queE_2,BS_ykvL [O] COG0602 Organic radical activating enzymes,86.4,243,33
OFBKKLGO_02031_queD,BS_ykvK [H] COG0720 6-pyruvoyl-tetrahydropterin synthase,90.4,146,14
OFBKKLGO_02032_queC,BS_ykvJ [R] COG0603 Predicted PP-loop superfamily ATPase,93.6,218,14
OFBKKLGO_02036_group_6171,BS_ykvI [S] COG3949 Uncharacterized membrane protein,75.7,345,84
OFBKKLGO_02037_clpE,"BS_clpE [O] COG0542 ATPases with chaperone activity, ATP-binding subunit",87.8,699,84
OFBKKLGO_02038_pomA_1,BS_motA [N] COG1291 Flagellar motor component,90.4,271,25
OFBKKLGO_02040_mhqR_2,BS_ykvE [K] COG1846 Transcriptional regulators,91.0,144,13
OFBKKLGO_02041_kinD,BS_ykvD [T] COG0642 Signal transduction histidine kinase,75.4,495,121
OFBKKLGO_02045_mtnX,"BS_ykrX [E] COG4359 Uncharacterized conserved protein, possibly involved in methylthioadenosine recycling",72.8,228,62
OFBKKLGO_02046_mtnW,"BS_ykrW [G] COG1850 Ribulose 1,5-bisphosphate carboxylase, large subunit",85.9,405,56
OFBKKLGO_02051_mtnK,BS_ykrT [R] COG4857 Predicted kinase,77.3,397,87
OFBKKLGO_02052_mtnA,"BS_ykrS [J] COG0182 Predicted translation initiation factor 2B subunit, eIF-2B alpha/beta/delta family",83.6,347,57
OFBKKLGO_02055_kinE,BS_ykrQ_3 [T] COG0642 Signal transduction histidine kinase,82.6,258,45
OFBKKLGO_02056_group_6178,BS_ykrP [G] COG3594 Fucose 4-O-acetylase and related acetyltransferases,83.5,340,56
OFBKKLGO_02059_ktrB,"BS_ykrM [P] COG0168 Trk-type K+ transport systems, membrane components",88.2,450,52
OFBKKLGO_02060_htpX_2,BS_ykrL [O] COG0501 Zn-dependent protease with chaperone function,88.3,298,34
OFBKKLGO_02065_group_4724,"BS_ykoY [P] COG0861 Membrane protein TerC, possibly involved in tellurium resistance",83.3,246,41
OFBKKLGO_02068_ku,BS_ykoV [S] COG1273 Uncharacterized conserved protein,80.4,296,53
OFBKKLGO_02071_mhqR_1,BS_ykoM [K] COG1846 Transcriptional regulators,96.1,153,6
OFBKKLGO_02074_tnrA,BS_tnrA [K] COG0789 Predicted transcriptional regulators,93.6,110,7
OFBKKLGO_02075_mgtE,BS_ykoK [P] COG2239 Mg/Co/Ni transporter MgtE (contains CBS domain),85.4,451,66
OFBKKLGO_02078_ydhD,BS_ydhD [R] COG3858 Predicted glycosyl hydrolase,69.2,419,129
OFBKKLGO_02080_ykoE,BS_ykoE [S] COG4721 Predicted membrane protein,76.4,199,47
OFBKKLGO_02082_ykoC,"BS_ykoC [P] COG0619 ABC-type cobalt transport system, permease component CbiQ and related transporters",74.6,252,64
OFBKKLGO_02084_isp,BS_ispA [O] COG1404 Subtilisin-like serine proteases,89.0,318,35
OFBKKLGO_02086_metE_1,BS_metC [E] COG0620 Methionine synthase II (cobalamin-independent),89.2,762,82
OFBKKLGO_02093_ohrB,"BS_ykzA [O] COG1764 Predicted redox protein, regulator of disulfide bond formation",82.4,136,24
OFBKKLGO_02095_ohrA,"BS_yklA [O] COG1764 Predicted redox protein, regulator of disulfide bond formation",80.1,141,28
OFBKKLGO_02096_proA,BS_proA [E] COG0014 Gamma-glutamyl phosphate reductase,80.9,414,79
OFBKKLGO_02097_proB_1,BS_proB [E] COG0263 Glutamate 5-kinase,87.4,365,46
OFBKKLGO_02098_purU,BS_ykkE [F] COG0788 Formyltetrahydrofolate hydrolase,89.7,300,31
OFBKKLGO_02099_gdnD,BS_ykkD [P] COG2076 Membrane transporters of cations and cationic drugs,81.7,104,19
OFBKKLGO_02103_group_15917,BS_ykhA [I] COG1607 Acyl-CoA hydrolase,92.6,136,10
OFBKKLGO_02105_pgl,BS_ykgB [G] COG2706 3-carboxymuconate cyclase,77.9,349,77
OFBKKLGO_02109_ykfA,"BS_ykfA [V] COG1619 Uncharacterized proteins, homologs of microcin C7 resistance protein MccF",79.6,225,46
OFBKKLGO_02110_dppE,"BS_dppE [E] COG4166 ABC-type oligopeptide transport system, periplasmic component",80.2,469,93
OFBKKLGO_02112_oppD_4,"BS_dppD [EP] COG0444 ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component",79.6,324,66
OFBKKLGO_02113_dppC,"BS_dppC [EP] COG1173 ABC-type dipeptide/oligopeptide/nickel transport systems, permease components",86.6,320,38
OFBKKLGO_02114_dppB_3,"BS_dppB [EP] COG0601 ABC-type dipeptide/oligopeptide/nickel transport systems, permease components",89.5,306,32
OFBKKLGO_02115_dppA,BS_dppA [E] COG2362 D-aminopeptidase,83.9,274,44
OFBKKLGO_02117_htrA_1,"BS_htrA [O] COG0265 Trypsin-like serine proteases, typically periplasmic, contain C-terminal PDZ domain",76.1,456,95
OFBKKLGO_02119_group_2845,BS_ykcC [M] COG0463 Glycosyltransferases involved in cell wall biogenesis,90.4,323,31
OFBKKLGO_02121_mhqA,BS_ykcA [E] COG0346 Lactoylglutathione lyase and related lyases,83.5,316,52
OFBKKLGO_02122_steT,BS_ykbA [E] COG0531 Amino acid transporters,83.3,438,73
OFBKKLGO_02123_group_6197,BS_ykaA [P] COG1392 Phosphate transport regulator (distant homolog of PhoU),97.6,205,5
OFBKKLGO_02124_group_6198,BS_ykaB [P] COG0306 Phosphate/sulphate permeases,91.2,307,26
OFBKKLGO_02127_xlyA,BS_xlyA_1 [M] COG5632 N-acetylmuramoyl-L-alanine amidase,79.2,159,33
OFBKKLGO_02162_xre,BS_xre [K] COG1396 Predicted transcriptional regulators,86.7,113,14
OFBKKLGO_02168_rapA_1,BS_rapA [R] COG0457 FOG: TPR repeat,89.6,376,39
OFBKKLGO_02170_group_6204,BS_yjnA [R] COG0730 Predicted permeases,81.1,254,48
OFBKKLGO_02175_exuR,BS_yjmH [K] COG1609 Transcriptional regulators,83.1,332,56
OFBKKLGO_02177_yjlD,"BS_yjlD [C] COG1252 NADH dehydrogenase, FAD-containing subunit",94.6,392,21
OFBKKLGO_02178_yjlC,BS_yjlC [S] COG2427 Uncharacterized conserved protein,94.9,137,7
OFBKKLGO_02182_fetB,"BS_yjkA [R] COG0390 ABC-type uncharacterized transport system, permease component",83.9,248,40
OFBKKLGO_02183_group_2244,BS_yjjA [H] COG1587 Uroporphyrinogen-III synthase,71.2,267,77
OFBKKLGO_02193_sapB_2,lin2751 [S] COG1285 Uncharacterized membrane protein,49.8,217,100
OFBKKLGO_02204_yjcS,BS_yjcS [S] COG1359 Uncharacterized conserved protein,92.5,93,7
OFBKKLGO_02299_metC,BS_yjcJ [E] COG0626 Cystathionine beta-lyases/cystathionine gamma-synthases,90.0,390,39
OFBKKLGO_02300_metI,BS_yjcI [E] COG0626 Cystathionine beta-lyases/cystathionine gamma-synthases,90.9,373,34
OFBKKLGO_02302_group_6232,BS_yjcH [P] COG2382 Enterochelin esterase and related enzymes,74.6,240,61
OFBKKLGO_02303_yjcG,BS_yjcG [J] COG1514 2'-5' RNA ligase,80.7,171,33
OFBKKLGO_02304_yjcF,BS_yjcF [KR] COG0454 Histone acetyltransferase HPA2 and related acetyltransferases,74.8,139,35
OFBKKLGO_02305_group_2859,CAP0091 [K] COG2002 Regulators of stationary/sporulation gene expression,58.0,69,28
OFBKKLGO_02310_yjcD,BS_yjcD [L] COG0210 Superfamily I DNA and RNA helicases,77.9,755,166
OFBKKLGO_02322_fabI,BS_yjbW [I] COG0623 Enoyl-[acyl-carrier-protein] reductase (NADH),95.0,258,13
OFBKKLGO_02323_thiD,BS_yjbV [H] COG0351 Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase,79.6,269,55
OFBKKLGO_02324_group_1818,BS_yjbU [H] COG0476 Dinucleotide-utilizing enzymes involved in molybdopterin and thiamine biosynthesis family 2,80.7,336,65
OFBKKLGO_02325_thiG,BS_yjbT [H] COG2022 Uncharacterized enzyme of thiazole biosynthesis,95.3,254,12
OFBKKLGO_02326_thiS,BS_yjbS [H] COG2104 Sulfur transfer protein involved in thiamine biosynthesis,68.2,66,21
OFBKKLGO_02328_tenI,BS_tenI [H] COG0352 Thiamine monophosphate synthase,68.3,205,65
OFBKKLGO_02329_tenA,BS_tenA [K] COG0819 Putative transcription activator,84.3,235,37
OFBKKLGO_02331_kefB,"BS_yjbQ_1 [P] COG0475 Kef-type K+ transport systems, membrane components",90.8,400,37
OFBKKLGO_02332_prpE,BS_yjbP [T] COG0639 Diadenosine tetraphosphatase and related serine/threonine protein phosphatases,84.7,242,37
OFBKKLGO_02334_ppnKA,BS_yjbN [G] COG0061 Predicted sugar kinase,95.5,266,12
OFBKKLGO_02335_yjbM,BS_yjbM [S] COG2357 Uncharacterized protein conserved in bacteria,94.3,211,12
OFBKKLGO_02339_yjbI,BS_yjbI [R] COG2346 Truncated hemoglobins,94.7,131,7
OFBKKLGO_02340_group_6237,BS_yjbH [Q] COG2761 Predicted dithiol-disulfide isomerase involved in polyketide biosynthesis,88.3,265,30
OFBKKLGO_02343_pepF1_1,BS_yjbG [E] COG1164 Oligoendopeptidase F,89.0,609,67
OFBKKLGO_02345_mecA,"BS_mecA [OTN] COG4862 Negative regulator of genetic competence, sporulation and motility",89.9,218,22
OFBKKLGO_02346_group_3701,"BS_yjbE [P] COG0861 Membrane protein TerC, possibly involved in tellurium resistance",78.9,218,46
OFBKKLGO_02347_spxA,"BS_yjbD [P] COG1393 Arsenate reductase and related proteins, glutaredoxin family",98.5,131,2
OFBKKLGO_02350_oppF_3,"BS_oppF [E] COG4608 ABC-type oligopeptide transport system, ATPase component",95.4,304,14
OFBKKLGO_02351_oppD_3,"BS_oppD [EP] COG0444 ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component",91.5,355,30
OFBKKLGO_02352_oppC_2,"BS_oppC [EP] COG1173 ABC-type dipeptide/oligopeptide/nickel transport systems, permease components",96.1,305,12
OFBKKLGO_02353_oppB,"BS_oppB [EP] COG0601 ABC-type dipeptide/oligopeptide/nickel transport systems, permease components",91.6,311,26
OFBKKLGO_02356_trpS,BS_trpS [J] COG0180 Tryptophanyl-tRNA synthetase,93.0,330,23
OFBKKLGO_02362_oppD_2,"BS_appD [EP] COG0444 ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component",89.3,326,35
OFBKKLGO_02364_fabF_2,BS_yjaY [IQ] COG0304 3-oxoacyl-(acyl-carrier-protein) synthase,93.0,412,29
OFBKKLGO_02365_fabHA,BS_yjaX [I] COG0332 3-oxoacyl-[acyl-carrier-protein] synthase III,92.0,312,25
OFBKKLGO_02368_group_4783,"BS_med [R] COG1744 Uncharacterized ABC-type transport system, periplasmic component/surface lipoprotein",76.6,286,67
OFBKKLGO_02373_argF,BS_argF [E] COG0078 Ornithine carbamoyltransferase,82.9,316,50
OFBKKLGO_02375_carA_1,BS_carA [EF] COG0505 Carbamoylphosphate synthase small subunit,79.9,353,70
OFBKKLGO_02376_argD,BS_argD [E] COG4992 Ornithine/acetylornithine aminotransferase,79.5,385,79
OFBKKLGO_02378_argJ,BS_argJ [E] COG1364 N-acetylglutamate synthase (N-acetylornithine aminotransferase),83.3,406,67
OFBKKLGO_02379_argC,BS_argC [E] COG0002 Acetylglutamate semialdehyde dehydrogenase,75.4,346,84
OFBKKLGO_02380_mdtG,BS_yitZ [GEPR] COG0477 Permeases of the major facilitator superfamily,80.2,162,32
OFBKKLGO_02383_xerD,BS_ripX [L] COG4974 Site-specific recombinase XerD,89.5,296,31
OFBKKLGO_02385_fur,BS_fur [P] COG0735 Fe2+/Zn2+ uptake regulation proteins,96.0,149,6
OFBKKLGO_02386_spoIIM,BS_spoIIM [S] COG1300 Uncharacterized membrane protein,82.2,214,38
OFBKKLGO_02389_group_16170,BS_mleA [C] COG0281 Malic enzyme,89.9,434,44
OFBKKLGO_02390_mleN,BS_mleN [C] COG1757 Na+/H+ antiporter,87.4,467,59
OFBKKLGO_02391_aspA,BS_ansB [E] COG1027 Aspartate ammonia-lyase,94.3,475,27
OFBKKLGO_02393_group_4787,BS_ansR [K] COG1396 Predicted transcriptional regulators,75.0,116,28
OFBKKLGO_02394_group_2875,BS_yqxK [S] COG1379 Uncharacterized conserved protein,74.2,287,74
OFBKKLGO_02395_nudF,BS_yqkG [LR] COG0494 NTP pyrophosphohydrolases including oxidative damage repair enzymes,85.6,181,26
OFBKKLGO_02397_yajO,BS_yqkF [C] COG0667 Predicted oxidoreductases (related to aryl-alcohol dehydrogenases),82.0,306,55
OFBKKLGO_02401_group_6249,BS_yqkB [S] COG4918 Uncharacterized protein conserved in bacteria,86.0,107,15
OFBKKLGO_02404_yqjY,BS_yqjY [KR] COG0454 Histone acetyltransferase HPA2 and related acetyltransferases,88.5,156,18
OFBKKLGO_02405_group_3709,BS_yqjW [L] COG0389 Nucleotidyltransferase/DNA polymerase involved in DNA repair,67.5,406,131
OFBKKLGO_02408_group_1468,BH2921 [R] COG0628 Predicted permease,46.4,360,185
OFBKKLGO_02410_coaA,BS_yqjS [H] COG1072 Panthothenate kinase,92.5,293,22
OFBKKLGO_02412_hcaB,BS_yqjQ [R] COG0300 Short-chain dehydrogenases of various substrate specificities,72.6,259,70
OFBKKLGO_02413_gloB_2,"BS_yqjP [R] COG0491 Zn-dependent hydrolases, including glyoxylases",58.2,318,133
OFBKKLGO_02414_proC_2,BS_yqjO [E] COG0345 Pyrroline-5-carboxylate reductase,78.3,276,60
OFBKKLGO_02418_rutD_2,BS_yqjL [R] COG0596 Predicted hydrolases or acyltransferases (alpha/beta hydrolase superfamily) ,65.8,257,84
OFBKKLGO_02420_rnz,BS_yqjK [R] COG1234 Metal-dependent hydrolases of the beta-lactamase superfamily III,83.4,307,50
OFBKKLGO_02421_zwf,BS_yqjJ [G] COG0364 Glucose-6-phosphate 1-dehydrogenase,90.4,489,47
OFBKKLGO_02422_gndA,BS_yqjI [G] COG0362 6-phosphogluconate dehydrogenase,98.3,406,7
OFBKKLGO_02423_dinB_2,BS_yqjH [L] COG0389 Nucleotidyltransferase/DNA polymerase involved in DNA repair,82.3,412,73
OFBKKLGO_02425_misCB,BS_yqjG [U] COG0706 Preprotein translocase subunit YidC,81.5,275,49
OFBKKLGO_02426_pepT_1,BS_yqjE [E] COG2195 Di- and tripeptidases,91.7,109,9
OFBKKLGO_02428_pccB,"BS_yqjD [I] COG4799 Acetyl-CoA carboxylase, carboxyltransferase component (subunits alpha and beta)",75.9,490,116
OFBKKLGO_02429_epi,BS_yqjC [E] COG0346 Lactoylglutathione lyase and related lyases,52.8,142,65
OFBKKLGO_02432_group_6258,BS_yqjA [S] COG4129 Predicted membrane protein,90.8,316,29
OFBKKLGO_02433_artM,"BS_yqiZ [E] COG1126 ABC-type polar amino acid transport system, ATPase component",88.8,240,27
OFBKKLGO_02434_artQ,"BS_yqiY [E] COG0765 ABC-type amino acid transport system, permease component",90.4,219,21
OFBKKLGO_02435_artP,"BS_yqiX [ET] COG0834 ABC-type amino acid transport/signal transduction systems, periplasmic component/domain",82.4,255,45
OFBKKLGO_02437_bmrU,BS_bmrU [IR] COG1597 Sphingosine kinase and enzymes related to eukaryotic diacylglycerol kinase,68.0,294,94
OFBKKLGO_02438_pdhC_3,"BS_bfmBB [C] COG0508 Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide acyltransferase (E2) component, and related enzymes",80.4,429,69
OFBKKLGO_02439_bfmBAB,"BS_bfmBAB [C] COG0022 Pyruvate/2-oxoglutarate dehydrogenase complex, dehydrogenase (E1) component, eukaryotic type, beta subunit",95.7,327,14
OFBKKLGO_02440_bfmBAA,"BS_bfmBAA [C] COG1071 Pyruvate/2-oxoglutarate dehydrogenase complex, dehydrogenase (E1) component, eukaryotic type, alpha subunit",87.9,330,40
OFBKKLGO_02441_lpd,"BS_yqiV [C] COG1249 Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide dehydrogenase (E3) component, and related enzymes",83.2,452,75
OFBKKLGO_02442_buk2,BS_yqiU [C] COG3426 Butyrate kinase,84.4,360,56
OFBKKLGO_02443_ldh_1,BS_yqiT [E] COG0334 Glutamate dehydrogenase/leucine dehydrogenase,95.3,364,17
OFBKKLGO_02444_pta_1,BS_yqiS [C] COG0280 Phosphotransacetylase,76.7,296,69
OFBKKLGO_02445_norR_2,"BS_yqiR [KT] COG3829 Transcriptional regulator containing PAS, AAA-type ATPase, and DNA-binding domains",86.6,692,90
OFBKKLGO_02449_mmgD,BS_mmgD [C] COG0372 Citrate synthase,72.7,363,99
OFBKKLGO_02450_mmgC,BS_mmgC [I] COG1960 Acyl-CoA dehydrogenases,77.1,376,85
OFBKKLGO_02452_mmgA,BS_mmgA [I] COG0183 Acetyl-CoA acetyltransferase,76.0,391,94
OFBKKLGO_02454_lytC_1,BS_yqiI [M] COG0860 N-acetylmuramoyl-L-alanine amidase,71.4,203,57
OFBKKLGO_02464_spo0A_2,BS_spo0A_1 [T] COG0784 FOG: CheY-like receiver,94.2,120,7
OFBKKLGO_02467_argR,BS_ahrC [K] COG1438 Arginine repressor,91.3,149,13
OFBKKLGO_02468_tlyA,BS_yqxC [J] COG1189 Predicted rRNA methylase,87.5,248,31
OFBKKLGO_02470_group_3720,BS_yqiD [H] COG0142 Geranylgeranyl pyrophosphate synthase,86.3,270,37
OFBKKLGO_02471_xseB,BS_yqiC [L] COG1722 Exonuclease VII small subunit,92.6,54,4
OFBKKLGO_02472_xseA,"BS_yqiB [L] COG1570 Exonuclease VII, large subunit",85.4,446,65
OFBKKLGO_02473_folD,"BS_folD [H] COG0190 5,10-methylene-tetrahydrofolate dehydrogenase/Methenyl tetrahydrofolate cyclohydrolase",92.2,283,22
OFBKKLGO_02474_nusB,BS_yqhZ [K] COG0781 Transcription termination factor,88.3,128,15
OFBKKLGO_02475_group_6270,BS_yqhY [S] COG1302 Uncharacterized protein conserved in bacteria,90.4,135,13
OFBKKLGO_02476_accC,BS_accC [I] COG0439 Biotin carboxylase,94.2,450,26
OFBKKLGO_02477_accB,BS_accB [I] COG0511 Biotin carboxyl carrier protein,79.4,160,31
OFBKKLGO_02485_group_6272,BS_spoIIIAA [S] COG3854 Uncharacterized protein conserved in bacteria,76.5,307,72
OFBKKLGO_02487_efp,BS_efp [J] COG0231 Translation elongation factor P (EF-P)/translation initiation factor 5A (eIF-5A),97.8,185,4
OFBKKLGO_02488_ypdF,BS_yqhT [E] COG0006 Xaa-Pro aminopeptidase,87.0,353,46
OFBKKLGO_02490_group_3725,BS_yqhQ [R] COG3872 Predicted metal-dependent enzyme,85.2,318,47
OFBKKLGO_02492_group_6275,BS_yqhO [R] COG1752 Predicted esterase of the alpha-beta hydrolase superfamily,83.8,291,47
OFBKKLGO_02493_mntR,BS_yqhN [K] COG1321 Mn-dependent transcriptional regulator,95.7,139,6
OFBKKLGO_02494_lipM,BS_yqhM [H] COG0095 Lipoate-protein ligase A,91.7,278,23
OFBKKLGO_02495_glpE,BS_yqhL [P] COG0607 Rhodanese-related sulfurtransferase,89.5,124,13
OFBKKLGO_02496_gcvPB,"BS_yqhK [E] COG1003 Glycine cleavage system protein P (pyridoxal-binding), C-terminal domain",91.5,484,41
OFBKKLGO_02497_gcvPA,"BS_yqhJ [E] COG0403 Glycine cleavage system protein P (pyridoxal-binding), N-terminal domain",83.0,448,76
OFBKKLGO_02500_rapA_2,"BS_yqhH [KL] COG0553 Superfamily II DNA/RNA helicases, SNF2 family",87.6,557,68
OFBKKLGO_02503_sinR,BS_sinR [K] COG1396 Predicted transcriptional regulators,97.3,111,3
OFBKKLGO_02512_group_880,"BS_comGD [NU] COG2165 Type II secretory pathway, pseudopilin PulG",56.1,139,57
OFBKKLGO_02513_comGC,BS_comGC [U] COG4537 Competence protein ComGC,77.1,96,22
OFBKKLGO_02514_epsF_1,"BS_comGB [NU] COG1459 Type II secretory pathway, component PulF",66.9,323,107
OFBKKLGO_02516_group_3729,BS_yqxL [P] COG0598 Mg2+ and Co2+ transporters,68.5,308,97
OFBKKLGO_02519_mgsR_1,"BS_yqgZ [P] COG1393 Arsenate reductase and related proteins, glutaredoxin family",85.4,123,18
OFBKKLGO_02521_group_6283,"BS_yqgX [R] COG0491 Zn-dependent hydrolases, including glyoxylases",82.1,212,37
OFBKKLGO_02523_group_6284,SA1376 [S] COG0011 Uncharacterized conserved protein,68.0,103,33
OFBKKLGO_02527_glcK,BS_glcK [KG] COG1940 Transcriptional regulator/sugar kinase,82.6,321,55
OFBKKLGO_02529_nhaC_2,BS_nhaC [C] COG1757 Na+/H+ antiporter,82.0,417,75
OFBKKLGO_02532_rpmGA,BS_yqgNa [J] COG0267 Ribosomal protein L33,95.9,49,2
OFBKKLGO_02535_pstB3_2,"BS_yqgK [P] COG1117 ABC-type phosphate transport system, ATPase component",75.7,259,63
OFBKKLGO_02536_pstB3_3,"BS_yqgJ [P] COG1117 ABC-type phosphate transport system, ATPase component",85.5,269,38
OFBKKLGO_02537_pstA,"BS_yqgI [P] COG0581 ABC-type phosphate transport system, permease component",88.8,294,33
OFBKKLGO_02538_pstC,"BS_yqgH [P] COG0573 ABC-type phosphate transport system, permease component",88.7,309,35
OFBKKLGO_02539_pstS1,"BS_pstS [P] COG0226 ABC-type phosphate transport system, periplasmic component",84.3,300,47
OFBKKLGO_02541_group_3734,BS_yqgE [GEPR] COG0477 Permeases of the major facilitator superfamily,87.7,430,52
OFBKKLGO_02542_sodA,BS_sodA [P] COG0605 Superoxide dismutase,92.0,200,15
OFBKKLGO_02543_group_3735,BS_yqgC [S] COG2839 Uncharacterized protein conserved in bacteria,85.6,160,23
OFBKKLGO_02546_ispG,BS_yqfY [I] COG0821 Enzyme involved in the deoxyxylulose pathway of isoprenoid biosynthesis,97.1,375,11
OFBKKLGO_02548_group_2896,BS_yqfW [S] COG5663 Uncharacterized conserved protein,80.8,193,37
OFBKKLGO_02549_zur,BS_zur [P] COG0735 Fe2+/Zn2+ uptake regulation proteins,89.6,135,14
OFBKKLGO_02553_cshB,BS_yqfR [LKJ] COG0513 Superfamily II DNA and RNA helicases,89.0,438,48
OFBKKLGO_02555_ispH,BS_yqfP [IM] COG0761 Penicillin tolerance protein,91.1,314,28
OFBKKLGO_02556_group_2897,BS_yqfO_1 [S] COG0327 Uncharacterized conserved protein,86.8,129,17
OFBKKLGO_02557_trmK,BS_yqfN [R] COG2384 Predicted SAM-dependent methyltransferase,77.7,215,47
OFBKKLGO_02558_cccA,"BS_cccA [C] COG2010 Cytochrome c, mono- and diheme variants",85.8,120,17
OFBKKLGO_02559_sigA,"BS_sigA [K] COG0568 DNA-directed RNA polymerase, sigma subunit (sigma70/sigma32)",98.1,373,5
OFBKKLGO_02560_dnaG,BS_dnaG [L] COG0358 DNA primase (bacterial type),86.7,603,80
OFBKKLGO_02561_group_4814,BS_yqxD [S] COG1671 Uncharacterized protein conserved in bacteria,79.6,162,33
OFBKKLGO_02562_yqfL,BS_yqfL [S] COG1806 Uncharacterized protein conserved in bacteria,95.5,268,12
OFBKKLGO_02563_ccpN,BS_yqzB [R] COG0517 FOG: CBS domain,94.3,212,12
OFBKKLGO_02564_glyS,"BS_glyS [J] COG0751 Glycyl-tRNA synthetase, beta subunit",83.1,679,115
OFBKKLGO_02565_glyQ,"BS_glyQ [J] COG0752 Glycyl-tRNA synthetase, alpha subunit",97.6,295,7
OFBKKLGO_02566_recO,BS_yqxN [L] COG1381 Recombinational DNA repair protein (RecF pathway),89.8,255,26
OFBKKLGO_02568_era,BS_bex [R] COG1159 GTPase,96.7,301,10
OFBKKLGO_02569_cdd,BS_cdd [F] COG0295 Cytidine deaminase,91.9,136,11
OFBKKLGO_02570_dgkA,BS_dgkA [M] COG0818 Diacylglycerol kinase,77.7,112,25
OFBKKLGO_02571_ybeY,BS_yqfG [R] COG0319 Predicted metal-dependent hydrolase,83.4,157,26
OFBKKLGO_02572_pgpH,BS_yqfF [R] COG1480 Predicted membrane-associated HD superfamily hydrolase,87.5,710,89
OFBKKLGO_02573_group_6298,"BS_phoH [T] COG1702 Phosphate starvation-inducible protein PhoH, predicted ATPase",90.6,318,30
OFBKKLGO_02577_group_16331,BS_yqfA [S] COG4864 Uncharacterized protein conserved in bacteria,92.7,328,24
OFBKKLGO_02578_group_3747,BS_yqeZ [O] COG1030 Membrane-bound serine protease (ClpP class),77.8,432,96
OFBKKLGO_02579_yqeY,BS_yqeY [S] COG1610 Uncharacterized conserved protein,95.3,148,7
OFBKKLGO_02580_rpsU,BS_rpsU [J] COG0828 Ribosomal protein S21,100.0,57,0
OFBKKLGO_02582_mtaB,BS_yqeV [J] COG0621 2-methylthioadenine synthetase,93.6,451,29
OFBKKLGO_02583_rsmE,BS_yqeU [S] COG1385 Uncharacterized protein conserved in bacteria,77.0,256,59
OFBKKLGO_02584_prmA,BS_yqeT [J] COG2264 Ribosomal protein L11 methylase,93.6,311,20
OFBKKLGO_02585_dnaJ,BS_dnaJ [O] COG0484 DnaJ-class molecular chaperone with C-terminal Zn finger domain,89.9,375,35
OFBKKLGO_02587_dnaK,BS_dnaK [O] COG0443 Molecular chaperone,97.4,611,15
OFBKKLGO_02588_grpE,BS_grpE [O] COG0576 Molecular chaperone GrpE (heat shock protein),80.3,188,36
OFBKKLGO_02589_hrcA,BS_hrcA [K] COG1420 Transcriptional regulator of heat shock gene,91.3,343,30
OFBKKLGO_02591_lepA,BS_lepA [M] COG0481 Membrane GTPase LepA,97.1,611,18
OFBKKLGO_02595_rpsT,BS_rpsT [J] COG0268 Ribosomal protein S20,94.3,88,5
OFBKKLGO_02596_yqeN,"BS_yqeN [L] COG1466 DNA polymerase III, delta subunit",87.6,338,42
OFBKKLGO_02599_tadA_2,BS_comEB [F] COG2131 Deoxycytidylate deaminase,90.5,189,18
OFBKKLGO_02601_proC_3,BS_comER [E] COG0345 Pyrroline-5-carboxylate reductase,77.7,273,61
OFBKKLGO_02602_cypM,BS_yqeM [QR] COG0500 SAM-dependent methyltransferases,78.5,246,52
OFBKKLGO_02603_rsfS,BS_yqeL [S] COG0799 Uncharacterized homolog of plant Iojap protein,88.9,117,13
OFBKKLGO_02604_group_2904,BS_yqeK [H] COG1713 Predicted HD superfamily hydrolase involved in NAD metabolism,83.2,184,31
OFBKKLGO_02606_group_3749,"BS_yqeI [J] COG1534 Predicted RNA-binding protein containing KH domain, possibly ribosomal protein",93.8,96,6
OFBKKLGO_02607_aroE_1,BS_aroD [E] COG0169 Shikimate 5-dehydrogenase,74.6,280,71
OFBKKLGO_02608_yqeH,BS_yqeH [R] COG1161 Predicted GTPases,89.1,366,40
OFBKKLGO_02609_group_6306,BS_yqeG [R] COG2179 Predicted hydrolase of the HAD superfamily,91.9,172,14
OFBKKLGO_02611_group_3750,BS_yqeF [E] COG2755 Lysophospholipase L1 and related esterases,75.7,243,59
OFBKKLGO_02614_ydjZ_1,BS_yqeD [S] COG0398 Uncharacterized conserved protein,68.3,208,66
OFBKKLGO_02630_manR,BS_yjdC_1 [K] COG3711 Transcriptional antiterminator,79.3,512,104
OFBKKLGO_02634_ynfM,BS_yybF [GEPR] COG0477 Permeases of the major facilitator superfamily,47.0,381,202
OFBKKLGO_02636_cypB,"BS_yrhJ_2 [P] COG0369 Sulfite reductase, alpha subunit (flavoprotein)",63.1,590,214
OFBKKLGO_02637_bm3R1,BS_yrhI [K] COG1309 Transcriptional regulator,68.3,186,59
