Query_ID,Subject_ID,Identity,Alignment Length,Mismatches
OFBKKLGO_02125_spoIISA,WP_013351967.1 type II toxin-antitoxin system SpoIISA family toxin [Bacillus amyloliquefaciens],100.0,248,0
OFBKKLGO_02126_spoIISB,WP_003154807.1 MULTISPECIES: type II toxin-antitoxin system SpoIISB family antitoxin [Bacillus],100.0,56,0
OFBKKLGO_02127_xlyA,WP_014470491.1 N-acetylmuramoyl-L-alanine amidase [Bacillus amyloliquefaciens],100.0,292,0
OFBKKLGO_02128_group_1802,WP_014470492.1 phage holin [Bacillus amyloliquefaciens],100.0,87,0
OFBKKLGO_02129_group_3676,WP_013351964.1 hemolysin XhlA family protein [Bacillus amyloliquefaciens],98.9,87,1
OFBKKLGO_02157_group_2848,WP_013351939.1 XtrA/YqaO family protein [Bacillus amyloliquefaciens],100.0,67,0
OFBKKLGO_02159_group_2849,WP_003154863.1 MULTISPECIES: hypothetical protein [Bacillus],100.0,55,0
OFBKKLGO_02162_xre,WP_013351934.1 MULTISPECIES: helix-turn-helix transcriptional regulator [Bacillus amyloliquefaciens group],100.0,112,0
OFBKKLGO_02163_group_4748,WP_013351933.1 ImmA/IrrE family metallo-endopeptidase [Bacillus amyloliquefaciens],99.5,196,1
OFBKKLGO_02165_group_4750,WP_013351931.1 PH domain-containing protein [Bacillus amyloliquefaciens],100.0,125,0
OFBKKLGO_02168_rapA_1,AEB24354.1 response regulator aspartate phosphatase [Bacillus amyloliquefaciens TA208],100.0,376,0
OFBKKLGO_02170_group_6204,WP_014470506.1 sulfite exporter TauE/SafE family protein [Bacillus amyloliquefaciens],100.0,254,0
OFBKKLGO_02175_exuR,WP_014470510.1 LacI family DNA-binding transcriptional regulator [Bacillus amyloliquefaciens],100.0,332,0
OFBKKLGO_02177_yjlD,WP_013351920.1 NAD(P)/FAD-dependent oxidoreductase [Bacillus amyloliquefaciens],100.0,392,0
OFBKKLGO_02178_yjlC,ERK84008.1 hypothetical protein N786_08605 [Bacillus amyloliquefaciens UASWS BA1],100.0,138,0
OFBKKLGO_02180_group_3683,WP_013351918.1 multidrug resistance efflux transporter family protein [Bacillus amyloliquefaciens],100.0,327,0
OFBKKLGO_02182_fetB,WP_013351910.1 iron export ABC transporter permease subunit FetB [Bacillus amyloliquefaciens],100.0,253,0
OFBKKLGO_02183_group_2244,AEB24370.1 uroporphyrinogen-III synthase [Bacillus amyloliquefaciens TA208],100.0,285,0
OFBKKLGO_02184_group_16275,WP_003154919.1 MULTISPECIES: hypothetical protein [Bacillus],100.0,61,0
OFBKKLGO_02193_sapB_2,WP_013351905.1 MgtC/SapB family protein [Bacillus amyloliquefaciens],100.0,211,0
OFBKKLGO_02204_yjcS,WP_014470516.1 antibiotic biosynthesis monooxygenase [Bacillus amyloliquefaciens],100.0,93,0
OFBKKLGO_02299_metC,WP_013351871.1 cystathionine beta-lyase [Bacillus amyloliquefaciens],100.0,391,0
OFBKKLGO_02300_metI,WP_014470603.1 methionine biosynthesis PLP-dependent protein [Bacillus amyloliquefaciens],100.0,373,0
OFBKKLGO_02302_group_6232,WP_013351869.1 esterase family protein [Bacillus amyloliquefaciens],99.6,240,1
OFBKKLGO_02303_yjcG,WP_013351868.1 2'-5' RNA ligase family protein [Bacillus amyloliquefaciens],100.0,171,0
OFBKKLGO_02304_yjcF,WP_013351867.1 GNAT family N-acetyltransferase [Bacillus amyloliquefaciens],99.3,143,1
OFBKKLGO_02305_group_2859,WP_013351866.1 AbrB/MazE/SpoVT family DNA-binding domain-containing protein [Bacillus amyloliquefaciens],100.0,77,0
OFBKKLGO_02307_group_1252,WP_013351864.1 ABC transporter permease [Bacillus amyloliquefaciens],100.0,240,0
OFBKKLGO_02310_yjcD,WP_014470605.1 ATP-dependent helicase [Bacillus amyloliquefaciens],99.9,761,1
OFBKKLGO_02311_group_16145,WP_013351860.1 stage VI sporulation protein F [Bacillus amyloliquefaciens],100.0,84,0
OFBKKLGO_02315_yjcA,WP_013351858.1 DUF1360 domain-containing protein [Bacillus amyloliquefaciens],100.0,117,0
OFBKKLGO_02319_cotY,WP_013351854.1 spore coat protein [Bacillus amyloliquefaciens],100.0,160,0
OFBKKLGO_02322_fabI,WP_013351851.1 MULTISPECIES: enoyl-ACP reductase FabI [Bacillus],100.0,258,0
OFBKKLGO_02323_thiD,WP_013351850.1 bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase [Bacillus amyloliquefaciens],100.0,270,0
OFBKKLGO_02324_group_1818,WP_013351849.1 thiazole biosynthesis adenylyltransferase ThiF [Bacillus amyloliquefaciens],100.0,336,0
OFBKKLGO_02325_thiG,WP_148232201.1 thiazole synthase [Bacillus amyloliquefaciens],100.0,254,0
OFBKKLGO_02326_thiS,WP_013351848.1 sulfur carrier protein ThiS [Bacillus amyloliquefaciens],100.0,67,0
OFBKKLGO_02328_tenI,CBI42366.1 inhibitor of thiaminase TenA [Bacillus amyloliquefaciens DSM 7] [Bacillus amyloliquefaciens DSM 7 = ATCC 23350],100.0,205,0
OFBKKLGO_02329_tenA,WP_013351845.1 thiaminase II [Bacillus amyloliquefaciens],100.0,236,0
OFBKKLGO_02331_kefB,WP_014470611.1 monovalent cation:proton antiporter family protein [Bacillus amyloliquefaciens],100.0,614,0
OFBKKLGO_02332_prpE,WP_013351843.1 bis(5'-nucleosyl)-tetraphosphatase PrpE [Bacillus amyloliquefaciens],100.0,249,0
OFBKKLGO_02334_ppnKA,WP_013351841.1 NAD kinase [Bacillus amyloliquefaciens],100.0,266,0
OFBKKLGO_02335_yjbM,WP_013351840.1 GTP diphosphokinase [Bacillus amyloliquefaciens],100.0,211,0
OFBKKLGO_02336_group_3700,WP_013351839.1 hypothetical protein [Bacillus amyloliquefaciens],100.0,121,0
OFBKKLGO_02339_yjbI,WP_013351836.1 thiol management oxidoreductase [Bacillus amyloliquefaciens],100.0,132,0
OFBKKLGO_02340_group_6237,WP_013351835.1 protease adaptor protein SpxH [Bacillus amyloliquefaciens],99.7,300,1
OFBKKLGO_02342_group_16189,WP_003155026.1 MULTISPECIES: hypothetical protein [Bacillus],100.0,55,0
OFBKKLGO_02343_pepF1_1,AEB62775.1 Oligopeptidase F [Bacillus amyloliquefaciens LL3],100.0,609,0
OFBKKLGO_02345_mecA,ARW38377.1 Adapter protein MecA [Bacillus amyloliquefaciens],100.0,249,0
OFBKKLGO_02346_group_3701,WP_013351831.1 TerC family protein [Bacillus amyloliquefaciens],100.0,218,0
OFBKKLGO_02347_spxA,WP_003327578.1 MULTISPECIES: transcriptional regulator Spx [Bacillus],100.0,131,0
OFBKKLGO_02348_yjbC,WP_013351830.1 GNAT family N-acetyltransferase [Bacillus amyloliquefaciens],100.0,192,0
OFBKKLGO_02350_oppF_3,WP_014470613.1 oligopeptide ABC transporter ATP-binding protein OppF [Bacillus amyloliquefaciens],100.0,305,0
OFBKKLGO_02351_oppD_3,WP_013351827.1 ABC transporter ATP-binding protein [Bacillus amyloliquefaciens],99.7,358,1
OFBKKLGO_02352_oppC_2,WP_013351826.1 oligopeptide ABC transporter permease OppC [Bacillus amyloliquefaciens],100.0,305,0
OFBKKLGO_02353_oppB,WP_013351825.1 ABC transporter permease [Bacillus amyloliquefaciens],99.7,311,1
OFBKKLGO_02356_trpS,EIF12680.1 tryptophanyl-tRNA synthetase [Bacillus sp. 5B6],100.0,330,0
OFBKKLGO_02357_group_6240,WP_007409116.1 MULTISPECIES: YjbA family protein [Bacillus],100.0,250,0
OFBKKLGO_02362_oppD_2,WP_014470616.1 ABC transporter ATP-binding protein [Bacillus amyloliquefaciens],100.0,328,0
OFBKKLGO_02364_fabF_2,WP_013351817.1 beta-ketoacyl-ACP synthase II [Bacillus amyloliquefaciens],100.0,412,0
OFBKKLGO_02365_fabHA,WP_013351816.1 ketoacyl-ACP synthase III [Bacillus amyloliquefaciens],100.0,312,0
OFBKKLGO_02367_group_1466,WP_013351814.1 ComZ family protein [Bacillus amyloliquefaciens],100.0,63,0
OFBKKLGO_02368_group_4783,AOC90559.1 Transcriptional activator protein med [Bacillus amyloliquefaciens],100.0,286,0
OFBKKLGO_02370_group_999,WP_013351811.1 hypothetical protein [Bacillus amyloliquefaciens],100.0,244,0
OFBKKLGO_02372_group_6244,WP_013351809.1 YjzC family protein [Bacillus amyloliquefaciens],100.0,59,0
OFBKKLGO_02373_argF,WP_013351808.1 ornithine carbamoyltransferase [Bacillus amyloliquefaciens],100.0,318,0
OFBKKLGO_02375_carA_1,WP_013351806.1 carbamoyl phosphate synthase small subunit [Bacillus amyloliquefaciens],100.0,352,0
OFBKKLGO_02376_argD,WP_013351805.1 acetylornithine transaminase [Bacillus amyloliquefaciens],100.0,385,0
OFBKKLGO_02378_argJ,WP_013351803.1 bifunctional ornithine acetyltransferase/N-acetylglutamate synthase [Bacillus amyloliquefaciens],100.0,405,0
OFBKKLGO_02379_argC,WP_014470618.1 N-acetyl-gamma-glutamyl-phosphate reductase [Bacillus amyloliquefaciens],99.7,345,1
OFBKKLGO_02380_mdtG,WP_013351801.1 MFS transporter [Bacillus amyloliquefaciens],100.0,180,0
OFBKKLGO_02383_xerD,WP_013352749.1 site-specific tyrosine recombinase XerD [Bacillus amyloliquefaciens],99.7,296,1
OFBKKLGO_02384_group_4785,WP_013352750.1 MULTISPECIES: YqzK family protein [Bacillus amyloliquefaciens group],100.0,75,0
OFBKKLGO_02385_fur,WP_013352751.1 transcriptional repressor [Bacillus amyloliquefaciens],100.0,149,0
OFBKKLGO_02386_spoIIM,WP_013352752.1 stage II sporulation protein M [Bacillus amyloliquefaciens],100.0,214,0
OFBKKLGO_02389_group_16170,WP_013352755.1 NAD-dependent malic enzyme [Bacillus amyloliquefaciens],100.0,437,0
OFBKKLGO_02390_mleN,WP_013352756.1 Na+/H+ antiporter NhaC [Bacillus amyloliquefaciens],100.0,467,0
OFBKKLGO_02391_aspA,WP_003153322.1 MULTISPECIES: aspartate ammonia-lyase [Bacillus],100.0,475,0
OFBKKLGO_02393_group_4787,WP_013352758.1 helix-turn-helix transcriptional regulator [Bacillus amyloliquefaciens],100.0,117,0
OFBKKLGO_02394_group_2875,WP_013352759.1 TIGR00375 family protein [Bacillus amyloliquefaciens],100.0,387,0
OFBKKLGO_02395_nudF,AEB64080.1 ADP-ribose pyrophosphatase [Bacillus amyloliquefaciens LL3],100.0,185,0
OFBKKLGO_02396_mciZ,WP_013352761.1 Z-ring formation inhibitor MciZ [Bacillus amyloliquefaciens],97.5,40,1
OFBKKLGO_02397_yajO,WP_013352762.1 aldo/keto reductase [Bacillus amyloliquefaciens],100.0,306,0
OFBKKLGO_02400_group_16143,WP_003153307.1 MULTISPECIES: DUF2552 family protein [Bacillus],98.7,79,1
OFBKKLGO_02401_group_6249,WP_013352765.1 hypothetical protein [Bacillus amyloliquefaciens],100.0,120,0
OFBKKLGO_02404_yqjY,WP_013352768.1 GNAT family N-acetyltransferase [Bacillus amyloliquefaciens],100.0,156,0
OFBKKLGO_02405_group_3709,WP_014470627.1 DNA polymerase IV [Bacillus amyloliquefaciens],100.0,408,0
OFBKKLGO_02406_group_2256,WP_013352770.1 YolD-like family protein [Bacillus amyloliquefaciens],100.0,114,0
OFBKKLGO_02407_group_6251,AEB64092.1 hypothetical protein LL3_02559 [Bacillus amyloliquefaciens LL3],100.0,69,0
OFBKKLGO_02408_group_1468,WP_014470630.1 AI-2E family transporter [Bacillus amyloliquefaciens],100.0,356,0
OFBKKLGO_02410_coaA,WP_013352774.1 type I pantothenate kinase [Bacillus amyloliquefaciens],99.7,319,1
OFBKKLGO_02412_hcaB,WP_013352776.1 SDR family oxidoreductase [Bacillus amyloliquefaciens],100.0,258,0
OFBKKLGO_02413_gloB_2,WP_013352777.1 MBL fold metallo-hydrolase [Bacillus amyloliquefaciens],100.0,319,0
OFBKKLGO_02414_proC_2,WP_013352778.1 pyrroline-5-carboxylate reductase [Bacillus amyloliquefaciens],100.0,280,0
OFBKKLGO_02418_rutD_2,WP_013352783.1 alpha/beta fold hydrolase [Bacillus amyloliquefaciens],100.0,257,0
OFBKKLGO_02420_rnz,WP_013352784.1 ribonuclease Z [Bacillus amyloliquefaciens],99.7,308,1
OFBKKLGO_02421_zwf,WP_013352785.1 MULTISPECIES: glucose-6-phosphate dehydrogenase [Bacillus amyloliquefaciens group],99.8,489,1
OFBKKLGO_02422_gndA,WP_013352786.1 MULTISPECIES: NADP-dependent phosphogluconate dehydrogenase [Bacillus amyloliquefaciens group],100.0,469,0
OFBKKLGO_02423_dinB_2,AEB24614.1 DNA polymerase IV [Bacillus amyloliquefaciens TA208],100.0,422,0
OFBKKLGO_02424_mifM,WP_014470636.1 hypothetical protein [Bacillus amyloliquefaciens],100.0,93,0
OFBKKLGO_02425_misCB,WP_013352789.1 MULTISPECIES: membrane protein insertase YidC [Bacillus amyloliquefaciens group],99.6,278,1
OFBKKLGO_02426_pepT_1,WP_172614810.1 M20/M25/M40 family metallo-hydrolase [Bacillus velezensis],100.0,109,0
OFBKKLGO_02428_pccB,WP_014470637.1 acyl-CoA carboxylase subunit beta [Bacillus amyloliquefaciens],100.0,507,0
OFBKKLGO_02429_epi,WP_013352792.1 methylmalonyl-CoA epimerase [Bacillus amyloliquefaciens],100.0,142,0
OFBKKLGO_02432_group_6258,WP_013352794.1 aromatic acid exporter family protein [Bacillus amyloliquefaciens],100.0,317,0
OFBKKLGO_02433_artM,WP_014470639.1 MULTISPECIES: amino acid ABC transporter ATP-binding protein [Bacillus amyloliquefaciens group],100.0,240,0
OFBKKLGO_02434_artQ,WP_014470640.1 MULTISPECIES: amino acid ABC transporter permease [Bacillus amyloliquefaciens group],100.0,219,0
OFBKKLGO_02435_artP,WP_013352797.1 transporter substrate-binding domain-containing protein [Bacillus amyloliquefaciens],100.0,255,0
OFBKKLGO_02436_group_15853,WP_003153223.1 MULTISPECIES: bacilliredoxin BrxB [Bacillus],99.3,145,1
OFBKKLGO_02437_bmrU,WP_013352798.1 YegS/Rv2252/BmrU family lipid kinase [Bacillus amyloliquefaciens],100.0,298,0
OFBKKLGO_02438_pdhC_3,WP_013352799.1 2-oxo acid dehydrogenase subunit E2 [Bacillus amyloliquefaciens],100.0,419,0
OFBKKLGO_02439_bfmBAB,WP_013352800.1 3-methyl-2-oxobutanoate dehydrogenase subunit beta [Bacillus amyloliquefaciens],100.0,327,0
OFBKKLGO_02440_bfmBAA,WP_013352801.1 thiamine pyrophosphate-dependent dehydrogenase E1 component subunit alpha [Bacillus amyloliquefaciens],100.0,330,0
OFBKKLGO_02441_lpd,WP_013352802.1 dihydrolipoyl dehydrogenase [Bacillus amyloliquefaciens],100.0,473,0
OFBKKLGO_02442_buk2,AEB24631.1 butyrate kinase [Bacillus amyloliquefaciens TA208],100.0,369,0
OFBKKLGO_02443_ldh_1,WP_013352804.1 Glu/Leu/Phe/Val dehydrogenase [Bacillus amyloliquefaciens],100.0,364,0
OFBKKLGO_02444_pta_1,WP_013352805.1 phosphate butyryltransferase [Bacillus amyloliquefaciens],100.0,297,0
OFBKKLGO_02445_norR_2,WP_014470642.1 sigma-54-dependent Fis family transcriptional regulator [Bacillus amyloliquefaciens],100.0,689,0
OFBKKLGO_02446_group_6264,WP_013352807.1 DUF2627 domain-containing protein [Bacillus amyloliquefaciens],100.0,80,0
OFBKKLGO_02449_mmgD,WP_013352810.1 citrate synthase [Bacillus amyloliquefaciens],100.0,365,0
OFBKKLGO_02450_mmgC,WP_014470644.1 acyl-CoA dehydrogenase [Bacillus amyloliquefaciens],99.7,377,1
OFBKKLGO_02452_mmgA,WP_013352814.1 acetyl-CoA C-acetyltransferase [Bacillus amyloliquefaciens],99.7,393,1
OFBKKLGO_02454_lytC_1,WP_013352816.1 N-acetylmuramoyl-L-alanine amidase [Bacillus amyloliquefaciens],99.5,208,1
OFBKKLGO_02457_group_6266,WP_013352819.1 helix-turn-helix domain-containing protein [Bacillus amyloliquefaciens],99.5,210,1
OFBKKLGO_02458_group_4797,AEB24647.1 hypothetical protein BAMTA208_12420 [Bacillus amyloliquefaciens TA208],100.0,31,0
OFBKKLGO_02464_spo0A_2,WP_014470650.1 response regulator [Bacillus amyloliquefaciens],99.5,203,1
OFBKKLGO_02467_argR,WP_013352828.1 transcriptional regulator ArgR [Bacillus amyloliquefaciens],100.0,149,0
OFBKKLGO_02468_tlyA,WP_013352829.1 TlyA family RNA methyltransferase [Bacillus amyloliquefaciens],100.0,281,0
OFBKKLGO_02470_group_3720,WP_013352831.1 polyprenyl synthetase family protein [Bacillus amyloliquefaciens],99.7,296,1
OFBKKLGO_02471_xseB,WP_013352832.1 exodeoxyribonuclease VII small subunit [Bacillus amyloliquefaciens],100.0,84,0
OFBKKLGO_02472_xseA,AEK89676.1 exodeoxyribonuclease VII large subunit [Bacillus amyloliquefaciens XH7],100.0,447,0
OFBKKLGO_02473_folD,WP_013352834.1 MULTISPECIES: bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD [Bacillus amyloliquefaciens group],100.0,283,0
OFBKKLGO_02474_nusB,WP_003153163.1 MULTISPECIES: transcription antitermination factor NusB [Bacillus],100.0,130,0
OFBKKLGO_02475_group_6270,WP_013352835.1 Asp23/Gls24 family envelope stress response protein [Bacillus amyloliquefaciens],100.0,135,0
OFBKKLGO_02476_accC,WP_013352836.1 MULTISPECIES: acetyl-CoA carboxylase biotin carboxylase subunit [Bacillus amyloliquefaciens group],100.0,450,0
OFBKKLGO_02477_accB,WP_013352837.1 acetyl-CoA carboxylase biotin carboxyl carrier protein [Bacillus amyloliquefaciens],100.0,159,0
OFBKKLGO_02479_group_2887,CBI43467.1 stage III sporulation engulfment assembly protein [Bacillus amyloliquefaciens DSM 7] [Bacillus amyloliquefaciens DSM 7 = ATCC 23350],100.0,230,0
OFBKKLGO_02481_spoIIIAE,WP_013352841.1 stage III sporulation protein AE [Bacillus amyloliquefaciens],100.0,402,0
OFBKKLGO_02482_group_6271,WP_076982559.1 MULTISPECIES: stage III sporulation protein AD [Bacillus],100.0,100,0
OFBKKLGO_02483_group_16176,WP_003153142.1 MULTISPECIES: stage III sporulation protein AC [Bacillus],100.0,68,0
OFBKKLGO_02484_spoIIIAB,WP_013352843.1 stage III sporulation protein SpoAB [Bacillus amyloliquefaciens],100.0,171,0
OFBKKLGO_02485_group_6272,WP_013352844.1 stage III sporulation protein AA [Bacillus amyloliquefaciens],99.7,307,1
OFBKKLGO_02486_group_4801,WP_013352845.1 YqhV family protein [Bacillus amyloliquefaciens],100.0,93,0
OFBKKLGO_02487_efp,WP_013352846.1 elongation factor P [Bacillus amyloliquefaciens],100.0,185,0
OFBKKLGO_02488_ypdF,WP_013352847.1 aminopeptidase P family protein [Bacillus amyloliquefaciens],100.0,353,0
OFBKKLGO_02489_group_6274,AEB64176.1 putative integral inner membrane protein [Bacillus amyloliquefaciens LL3],100.0,176,0
OFBKKLGO_02490_group_3725,WP_013352849.1 DUF1385 domain-containing protein [Bacillus amyloliquefaciens],100.0,318,0
OFBKKLGO_02491_group_4802,WP_014470656.1 hypothetical protein [Bacillus amyloliquefaciens],100.0,131,0
OFBKKLGO_02492_group_6275,WP_013352851.1 patatin-like phospholipase family protein [Bacillus amyloliquefaciens],100.0,291,0
OFBKKLGO_02493_mntR,WP_013352852.1 MULTISPECIES: transcriptional regulator MntR [Bacillus],100.0,142,0
OFBKKLGO_02494_lipM,WP_013352853.1 lipoate--protein ligase family protein [Bacillus amyloliquefaciens],100.0,278,0
OFBKKLGO_02495_glpE,WP_013352854.1 MULTISPECIES: rhodanese-like domain-containing protein [Bacillus],100.0,126,0
OFBKKLGO_02496_gcvPB,WP_013352855.1 aminomethyl-transferring glycine dehydrogenase subunit GcvPB [Bacillus amyloliquefaciens],100.0,491,0
OFBKKLGO_02497_gcvPA,WP_013352856.1 aminomethyl-transferring glycine dehydrogenase subunit GcvPA [Bacillus amyloliquefaciens],100.0,448,0
OFBKKLGO_02500_rapA_2,WP_014470658.1 DEAD/DEAH box helicase [Bacillus amyloliquefaciens],100.0,556,0
OFBKKLGO_02501_group_6278,WP_013352859.1 YqhG family protein [Bacillus amyloliquefaciens],100.0,264,0
OFBKKLGO_02502_sinI,WP_013352860.1 anti-repressor SinI family protein [Bacillus amyloliquefaciens],100.0,57,0
OFBKKLGO_02503_sinR,AEB64191.1 transcriptional regulator for post-exponential-phase response [Bacillus amyloliquefaciens LL3],100.0,113,0
OFBKKLGO_02504_tasA,WP_013352862.1 spore coat protein [Bacillus amyloliquefaciens],100.0,261,0
OFBKKLGO_02507_yqzG,WP_013352865.1 DUF3889 domain-containing protein [Bacillus amyloliquefaciens],100.0,109,0
OFBKKLGO_02512_group_880,WP_013352869.1 prepilin-type N-terminal cleavage/methylation domain-containing protein [Bacillus amyloliquefaciens],99.3,145,1
OFBKKLGO_02513_comGC,WP_013352870.1 prepilin-type N-terminal cleavage/methylation domain-containing protein [Bacillus amyloliquefaciens],100.0,101,0
OFBKKLGO_02514_epsF_1,WP_013352871.1 type II secretion system F family protein [Bacillus amyloliquefaciens],100.0,345,0
OFBKKLGO_02516_group_3729,WP_013352873.1 magnesium transporter CorA family protein [Bacillus amyloliquefaciens],100.0,316,0
OFBKKLGO_02519_mgsR_1,WP_014470664.1 transcriptional regulator Spx [Bacillus amyloliquefaciens],100.0,126,0
OFBKKLGO_02520_group_15996,WP_003153078.1 MULTISPECIES: DUF2626 domain-containing protein [Bacillus],100.0,81,0
OFBKKLGO_02521_group_6283,AEB64210.1 hypothetical protein LL3_02677 [Bacillus amyloliquefaciens LL3],100.0,212,0
OFBKKLGO_02522_group_3731,WP_013352878.1 DUF2759 domain-containing protein [Bacillus amyloliquefaciens],100.0,57,0
OFBKKLGO_02523_group_6284,WP_013352879.1 MTH1187 family thiamine-binding protein [Bacillus amyloliquefaciens],100.0,104,0
OFBKKLGO_02524_group_1256,CBI43510.1 putative lipoprotein [Bacillus amyloliquefaciens DSM 7] [Bacillus amyloliquefaciens DSM 7 = ATCC 23350],100.0,82,0
OFBKKLGO_02527_glcK,WP_013352882.1 ROK family glucokinase [Bacillus amyloliquefaciens],100.0,320,0
OFBKKLGO_02529_nhaC_2,WP_013352884.1 Na+/H+ antiporter NhaC [Bacillus amyloliquefaciens],100.0,419,0
OFBKKLGO_02530_group_6286,WP_007408311.1 MULTISPECIES: hypothetical protein [Bacillus],100.0,57,0
OFBKKLGO_02532_rpmGA,WP_003153056.1 MULTISPECIES: 50S ribosomal protein L33 [Bacillus],100.0,49,0
OFBKKLGO_02533_group_15754,WP_003153047.1 MULTISPECIES: hypothetical protein [Bacillus],100.0,116,0
OFBKKLGO_02534_mltG_1,WP_013352886.1 endolytic transglycosylase MltG [Bacillus amyloliquefaciens],100.0,154,0
OFBKKLGO_02535_pstB3_2,WP_013352887.1 phosphate ABC transporter ATP-binding protein [Bacillus amyloliquefaciens],100.0,259,0
OFBKKLGO_02536_pstB3_3,WP_013352888.1 phosphate ABC transporter ATP-binding protein [Bacillus amyloliquefaciens],100.0,268,0
OFBKKLGO_02537_pstA,WP_013352889.1 phosphate ABC transporter permease PstA [Bacillus amyloliquefaciens],100.0,294,0
OFBKKLGO_02538_pstC,WP_013352890.1 MULTISPECIES: phosphate ABC transporter permease subunit PstC [Bacillus amyloliquefaciens group],100.0,309,0
OFBKKLGO_02539_pstS1,WP_014470668.1 phosphate ABC transporter substrate-binding protein [Bacillus amyloliquefaciens],100.0,300,0
OFBKKLGO_02541_group_3734,WP_013352893.1 MFS transporter [Bacillus amyloliquefaciens],100.0,429,0
OFBKKLGO_02542_sodA,WP_014470669.1 superoxide dismutase [Bacillus amyloliquefaciens],100.0,201,0
OFBKKLGO_02543_group_3735,WP_013352895.1 DUF456 domain-containing protein [Bacillus amyloliquefaciens],100.0,160,0
OFBKKLGO_02544_group_6289,AEB64233.1 factor involved in motility [Bacillus amyloliquefaciens LL3],100.0,254,0
OFBKKLGO_02546_ispG,WP_014470671.1 flavodoxin-dependent (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase [Bacillus amyloliquefaciens],99.7,375,1
OFBKKLGO_02547_group_3736,WP_088030541.1 DUF308 domain-containing protein [Bacillus amyloliquefaciens],100.0,123,0
OFBKKLGO_02548_group_2896,WP_013352900.1 nucleotidase [Bacillus amyloliquefaciens],100.0,193,0
OFBKKLGO_02549_zur,WP_013352901.1 transcriptional repressor [Bacillus amyloliquefaciens],100.0,136,0
OFBKKLGO_02551_group_1822,WP_014470672.1 DUF2624 domain-containing protein [Bacillus amyloliquefaciens],100.0,84,0
OFBKKLGO_02553_cshB,AEB64242.1 DEAD-box RNA helicase [Bacillus amyloliquefaciens LL3],100.0,438,0
OFBKKLGO_02555_ispH,WP_013352907.1 MULTISPECIES: 4-hydroxy-3-methylbut-2-enyl diphosphate reductase [Bacillus amyloliquefaciens group],99.7,314,1
OFBKKLGO_02556_group_2897,WP_013352908.1 MULTISPECIES: Nif3-like dinuclear metal center hexameric protein [Bacillus amyloliquefaciens group],100.0,373,0
OFBKKLGO_02557_trmK,AEB24745.1 tRNA:m1A22 methyl transferase [Bacillus amyloliquefaciens TA208],100.0,251,0
OFBKKLGO_02558_cccA,WP_013352910.1 MULTISPECIES: cytochrome c [Bacillus amyloliquefaciens group],100.0,120,0
OFBKKLGO_02559_sigA,WP_013352911.1 RNA polymerase sigma factor RpoD [Bacillus amyloliquefaciens],100.0,373,0
OFBKKLGO_02560_dnaG,WP_013352912.1 DNA primase [Bacillus amyloliquefaciens],100.0,603,0
OFBKKLGO_02561_group_4814,WP_014470675.1 YaiI/YqxD family protein [Bacillus amyloliquefaciens],100.0,168,0
OFBKKLGO_02562_yqfL,WP_013352914.1 kinase/pyrophosphorylase [Bacillus amyloliquefaciens],100.0,270,0
OFBKKLGO_02563_ccpN,AOC91774.1 Transcriptional repressor CcpN [Bacillus amyloliquefaciens],99.5,213,1
OFBKKLGO_02564_glyS,WP_014470677.1 glycine--tRNA ligase subunit beta [Bacillus amyloliquefaciens],100.0,679,0
OFBKKLGO_02565_glyQ,AEK89773.1 glycyl-tRNA synthetase subunit alpha [Bacillus amyloliquefaciens XH7],100.0,295,0
OFBKKLGO_02566_recO,WP_014470678.1 MULTISPECIES: DNA repair protein RecO [Bacillus amyloliquefaciens group],100.0,255,0
OFBKKLGO_02567_group_6294,MBB4875237.1 hypothetical protein [Bacillus velezensis],100.0,47,0
OFBKKLGO_02568_era,WP_014470680.1 MULTISPECIES: GTPase Era [Bacillus amyloliquefaciens group],100.0,301,0
OFBKKLGO_02569_cdd,WP_013352920.1 MULTISPECIES: cytidine deaminase [Bacillus amyloliquefaciens group],100.0,136,0
OFBKKLGO_02570_dgkA,AEB64259.1 undecaprenol kinase [Bacillus amyloliquefaciens LL3],100.0,126,0
OFBKKLGO_02571_ybeY,WP_013352922.1 rRNA maturation RNase YbeY [Bacillus amyloliquefaciens],100.0,157,0
OFBKKLGO_02572_pgpH,WP_013352923.1 HD family phosphohydrolase [Bacillus amyloliquefaciens],99.9,710,1
OFBKKLGO_02573_group_6298,WP_013352924.1 PhoH family protein [Bacillus amyloliquefaciens],100.0,319,0
OFBKKLGO_02575_group_15757,AFJ62740.1 conserved hypothetical protein YqfC [Bacillus amyloliquefaciens Y2],100.0,93,0
OFBKKLGO_02577_group_16331,WP_013352927.1 flotillin-like protein FloA [Bacillus amyloliquefaciens],100.0,330,0
OFBKKLGO_02578_group_3747,WP_014470684.1 nodulation protein NfeD [Bacillus amyloliquefaciens],100.0,437,0
OFBKKLGO_02579_yqeY,WP_007408278.1 MULTISPECIES: GatB/YqeY domain-containing protein [Bacillus],100.0,148,0
OFBKKLGO_02580_rpsU,WP_003152957.1 MULTISPECIES: 30S ribosomal protein S21 [Bacteria],100.0,57,0
