ID,GO,CLASSFICATION
OFBKKLGO_02103_group_15917,thiolester hydrolase activity,MOLECULAR_FUNCTION
OFBKKLGO_02105_pgl,protein binding,MOLECULAR_FUNCTION
OFBKKLGO_02110_dppE,ATP-binding cassette (ABC) transporter complex,CELLULAR_COMPONENT
OFBKKLGO_02112_oppD_4,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_02112_oppD_4,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_02113_dppC,membrane,CELLULAR_COMPONENT
OFBKKLGO_02114_dppB_3,membrane,CELLULAR_COMPONENT
OFBKKLGO_02117_htrA_1,protein binding,MOLECULAR_FUNCTION
OFBKKLGO_02117_htrA_1,proteolysis,BIOLOGICAL_PROCESS
OFBKKLGO_02122_steT,membrane,CELLULAR_COMPONENT
OFBKKLGO_02124_group_6198,phosphate ion transport,BIOLOGICAL_PROCESS
OFBKKLGO_02125_spoIISA,integral component of membrane,CELLULAR_COMPONENT
OFBKKLGO_02127_xlyA,peptidoglycan catabolic process,BIOLOGICAL_PROCESS
OFBKKLGO_02162_xre,DNA binding,MOLECULAR_FUNCTION
OFBKKLGO_02168_rapA_1,protein binding,MOLECULAR_FUNCTION
OFBKKLGO_02170_group_6204,integral component of membrane,CELLULAR_COMPONENT
OFBKKLGO_02175_exuR,DNA binding,MOLECULAR_FUNCTION
OFBKKLGO_02175_exuR,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_02177_yjlD,oxidation-reduction process,BIOLOGICAL_PROCESS
OFBKKLGO_02183_group_2244,uroporphyrinogen-III synthase activity,MOLECULAR_FUNCTION
OFBKKLGO_02183_group_2244,uroporphyrinogen III biosynthetic process,BIOLOGICAL_PROCESS
OFBKKLGO_02193_sapB_2,membrane,CELLULAR_COMPONENT
OFBKKLGO_02299_metC,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_02299_metC,pyridoxal phosphate binding,MOLECULAR_FUNCTION
OFBKKLGO_02300_metI,pyridoxal phosphate binding,MOLECULAR_FUNCTION
OFBKKLGO_02300_metI,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_02304_yjcF,N-acetyltransferase activity,MOLECULAR_FUNCTION
OFBKKLGO_02304_yjcF,UDP-N-acetylglucosamine biosynthetic process,BIOLOGICAL_PROCESS
OFBKKLGO_02305_group_2859,DNA binding,MOLECULAR_FUNCTION
OFBKKLGO_02307_group_1252,integral component of membrane,CELLULAR_COMPONENT
OFBKKLGO_02307_group_1252,membrane,CELLULAR_COMPONENT
OFBKKLGO_02310_yjcD,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_02310_yjcD,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_02310_yjcD,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_02322_fabI,enoyl-[acyl-carrier-protein] reductase (NADH) activity,MOLECULAR_FUNCTION
OFBKKLGO_02323_thiD,phosphomethylpyrimidine kinase activity,MOLECULAR_FUNCTION
OFBKKLGO_02324_group_1818,ubiquitin-like modifier activating enzyme activity,MOLECULAR_FUNCTION
OFBKKLGO_02325_thiG,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_02325_thiG,thiamine biosynthetic process,BIOLOGICAL_PROCESS
OFBKKLGO_02328_tenI,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_02329_tenA,thiamine metabolic process,BIOLOGICAL_PROCESS
OFBKKLGO_02331_kefB,integral component of membrane,CELLULAR_COMPONENT
OFBKKLGO_02331_kefB,potassium ion transport,BIOLOGICAL_PROCESS
OFBKKLGO_02331_kefB,cation transmembrane transporter activity,MOLECULAR_FUNCTION
OFBKKLGO_02332_prpE,nickel cation binding,MOLECULAR_FUNCTION
OFBKKLGO_02332_prpE,hydrolase activity,MOLECULAR_FUNCTION
OFBKKLGO_02334_ppnKA,NADP biosynthetic process,BIOLOGICAL_PROCESS
OFBKKLGO_02334_ppnKA,NAD metabolic process,BIOLOGICAL_PROCESS
OFBKKLGO_02334_ppnKA,NAD+ kinase activity,MOLECULAR_FUNCTION
OFBKKLGO_02335_yjbM,guanosine tetraphosphate metabolic process,BIOLOGICAL_PROCESS
OFBKKLGO_02339_yjbI,oxygen binding,MOLECULAR_FUNCTION
OFBKKLGO_02339_yjbI,heme binding,MOLECULAR_FUNCTION
OFBKKLGO_02339_yjbI,oxygen transport,BIOLOGICAL_PROCESS
OFBKKLGO_02343_pepF1_1,proteolysis,BIOLOGICAL_PROCESS
OFBKKLGO_02346_group_3701,integral component of membrane,CELLULAR_COMPONENT
OFBKKLGO_02347_spxA,"negative regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_02348_yjbC,N-acetyltransferase activity,MOLECULAR_FUNCTION
OFBKKLGO_02350_oppF_3,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_02350_oppF_3,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_02351_oppD_3,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_02351_oppD_3,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_02352_oppC_2,membrane,CELLULAR_COMPONENT
OFBKKLGO_02353_oppB,membrane,CELLULAR_COMPONENT
OFBKKLGO_02356_trpS,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_02356_trpS,tryptophan-tRNA ligase activity,MOLECULAR_FUNCTION
OFBKKLGO_02356_trpS,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_02362_oppD_2,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_02362_oppD_2,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_02364_fabF_2,fatty acid biosynthetic process,BIOLOGICAL_PROCESS
OFBKKLGO_02364_fabF_2,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_02365_fabHA,3-oxoacyl-[acyl-carrier-protein] synthase activity,MOLECULAR_FUNCTION
OFBKKLGO_02365_fabHA,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_02368_group_4783,plasma membrane,CELLULAR_COMPONENT
OFBKKLGO_02373_argF,carboxyl- or carbamoyltransferase activity,MOLECULAR_FUNCTION
OFBKKLGO_02373_argF,ornithine metabolic process,BIOLOGICAL_PROCESS
OFBKKLGO_02373_argF,amino acid binding,MOLECULAR_FUNCTION
OFBKKLGO_02373_argF,cellular amino acid metabolic process,BIOLOGICAL_PROCESS
OFBKKLGO_02375_carA_1,carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity,MOLECULAR_FUNCTION
OFBKKLGO_02376_argD,transaminase activity,MOLECULAR_FUNCTION
OFBKKLGO_02376_argD,transaminase activity,MOLECULAR_FUNCTION
OFBKKLGO_02376_argD,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_02378_argJ,glutamate N-acetyltransferase activity,MOLECULAR_FUNCTION
OFBKKLGO_02379_argC,arginine biosynthetic process,BIOLOGICAL_PROCESS
OFBKKLGO_02379_argC,NAD binding,MOLECULAR_FUNCTION
OFBKKLGO_02379_argC,cellular amino acid biosynthetic process,BIOLOGICAL_PROCESS
OFBKKLGO_02379_argC,N-acetyl-gamma-glutamyl-phosphate reductase activity,MOLECULAR_FUNCTION
OFBKKLGO_02380_mdtG,transmembrane transporter activity,MOLECULAR_FUNCTION
OFBKKLGO_02380_mdtG,transmembrane transporter activity,MOLECULAR_FUNCTION
OFBKKLGO_02383_xerD,site-specific recombinase activity,MOLECULAR_FUNCTION
OFBKKLGO_02383_xerD,DNA recombination,BIOLOGICAL_PROCESS
OFBKKLGO_02383_xerD,DNA integration,BIOLOGICAL_PROCESS
OFBKKLGO_02383_xerD,DNA integration,BIOLOGICAL_PROCESS
OFBKKLGO_02383_xerD,DNA binding,MOLECULAR_FUNCTION
OFBKKLGO_02385_fur,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_02389_group_16170,malate dehydrogenase (decarboxylating) (NAD+) activity,MOLECULAR_FUNCTION
OFBKKLGO_02389_group_16170,malate dehydrogenase (decarboxylating) (NAD+) activity,MOLECULAR_FUNCTION
OFBKKLGO_02389_group_16170,NAD binding,MOLECULAR_FUNCTION
OFBKKLGO_02389_group_16170,NADP binding,MOLECULAR_FUNCTION
OFBKKLGO_02390_mleN,integral component of membrane,CELLULAR_COMPONENT
OFBKKLGO_02390_mleN,integral component of membrane,CELLULAR_COMPONENT
OFBKKLGO_02391_aspA,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_02391_aspA,aspartate ammonia-lyase activity,MOLECULAR_FUNCTION
OFBKKLGO_02391_aspA,lyase activity,MOLECULAR_FUNCTION
OFBKKLGO_02393_group_4787,DNA binding,MOLECULAR_FUNCTION
OFBKKLGO_02394_group_2875,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_02395_nudF,hydrolase activity,MOLECULAR_FUNCTION
OFBKKLGO_02397_yajO,oxidation-reduction process,BIOLOGICAL_PROCESS
OFBKKLGO_02404_yqjY,N-acetyltransferase activity,MOLECULAR_FUNCTION
OFBKKLGO_02405_group_3709,DNA repair,BIOLOGICAL_PROCESS
OFBKKLGO_02405_group_3709,DNA-directed DNA polymerase activity,MOLECULAR_FUNCTION
OFBKKLGO_02405_group_3709,damaged DNA binding,MOLECULAR_FUNCTION
OFBKKLGO_02410_coaA,pantothenate kinase activity,MOLECULAR_FUNCTION
OFBKKLGO_02410_coaA,kinase activity,MOLECULAR_FUNCTION
OFBKKLGO_02412_hcaB,oxidoreductase activity,MOLECULAR_FUNCTION
OFBKKLGO_02414_proC_2,oxidation-reduction process,BIOLOGICAL_PROCESS
OFBKKLGO_02414_proC_2,pyrroline-5-carboxylate reductase activity,MOLECULAR_FUNCTION
OFBKKLGO_02420_rnz,"endoribonuclease activity, producing 5'-phosphomonoesters",MOLECULAR_FUNCTION
OFBKKLGO_02421_zwf,glucose metabolic process,BIOLOGICAL_PROCESS
OFBKKLGO_02421_zwf,NADP binding,MOLECULAR_FUNCTION
OFBKKLGO_02421_zwf,glucose metabolic process,BIOLOGICAL_PROCESS
OFBKKLGO_02421_zwf,NADP binding,MOLECULAR_FUNCTION
OFBKKLGO_02422_gndA,phosphogluconate dehydrogenase (decarboxylating) activity,MOLECULAR_FUNCTION
OFBKKLGO_02422_gndA,phosphogluconate dehydrogenase (decarboxylating) activity,MOLECULAR_FUNCTION
OFBKKLGO_02422_gndA,NADP binding,MOLECULAR_FUNCTION
OFBKKLGO_02422_gndA,oxidation-reduction process,BIOLOGICAL_PROCESS
OFBKKLGO_02422_gndA,oxidation-reduction process,BIOLOGICAL_PROCESS
OFBKKLGO_02423_dinB_2,DNA repair,BIOLOGICAL_PROCESS
OFBKKLGO_02423_dinB_2,damaged DNA binding,MOLECULAR_FUNCTION
OFBKKLGO_02423_dinB_2,DNA-directed DNA polymerase activity,MOLECULAR_FUNCTION
OFBKKLGO_02425_misCB,integral component of membrane,CELLULAR_COMPONENT
OFBKKLGO_02425_misCB,membrane insertase activity,MOLECULAR_FUNCTION
OFBKKLGO_02426_pepT_1,hydrolase activity,MOLECULAR_FUNCTION
OFBKKLGO_02428_pccB,acetyl-CoA carboxylase activity,MOLECULAR_FUNCTION
OFBKKLGO_02428_pccB,ligase activity,MOLECULAR_FUNCTION
OFBKKLGO_02429_epi,lactoylglutathione lyase activity,MOLECULAR_FUNCTION
OFBKKLGO_02433_artM,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_02433_artM,ATPase-coupled amino acid transmembrane transporter activity,MOLECULAR_FUNCTION
OFBKKLGO_02434_artQ,membrane,CELLULAR_COMPONENT
OFBKKLGO_02434_artQ,ATP-binding cassette (ABC) transporter complex,CELLULAR_COMPONENT
OFBKKLGO_02435_artP,ligand-gated ion channel activity,MOLECULAR_FUNCTION
OFBKKLGO_02437_bmrU,NAD+ kinase activity,MOLECULAR_FUNCTION
OFBKKLGO_02437_bmrU,kinase activity,MOLECULAR_FUNCTION
OFBKKLGO_02438_pdhC_3,"transferase activity, transferring acyl groups",MOLECULAR_FUNCTION
OFBKKLGO_02439_bfmBAB,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_02440_bfmBAA,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor",MOLECULAR_FUNCTION
OFBKKLGO_02441_lpd,cell redox homeostasis,BIOLOGICAL_PROCESS
OFBKKLGO_02441_lpd,flavin adenine dinucleotide binding,MOLECULAR_FUNCTION
OFBKKLGO_02441_lpd,"oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor",MOLECULAR_FUNCTION
OFBKKLGO_02441_lpd,oxidoreductase activity,MOLECULAR_FUNCTION
OFBKKLGO_02441_lpd,flavin adenine dinucleotide binding,MOLECULAR_FUNCTION
OFBKKLGO_02441_lpd,oxidation-reduction process,BIOLOGICAL_PROCESS
OFBKKLGO_02442_buk2,kinase activity,MOLECULAR_FUNCTION
OFBKKLGO_02442_buk2,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_02443_ldh_1,cellular amino acid metabolic process,BIOLOGICAL_PROCESS
OFBKKLGO_02443_ldh_1,oxidation-reduction process,BIOLOGICAL_PROCESS
OFBKKLGO_02444_pta_1,"transferase activity, transferring acyl groups",MOLECULAR_FUNCTION
OFBKKLGO_02444_pta_1,transferase activity,MOLECULAR_FUNCTION
OFBKKLGO_02445_norR_2,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_02445_norR_2,sequence-specific DNA binding,MOLECULAR_FUNCTION
OFBKKLGO_02445_norR_2,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_02449_mmgD,tricarboxylic acid cycle,BIOLOGICAL_PROCESS
OFBKKLGO_02449_mmgD,"transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer",MOLECULAR_FUNCTION
OFBKKLGO_02450_mmgC,"oxidoreductase activity, acting on the CH-CH group of donors",MOLECULAR_FUNCTION
OFBKKLGO_02450_mmgC,"oxidoreductase activity, acting on the CH-CH group of donors",MOLECULAR_FUNCTION
OFBKKLGO_02450_mmgC,oxidation-reduction process,BIOLOGICAL_PROCESS
OFBKKLGO_02452_mmgA,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_02452_mmgA,"transferase activity, transferring acyl groups other than amino-acyl groups",MOLECULAR_FUNCTION
OFBKKLGO_02454_lytC_1,peptidoglycan catabolic process,BIOLOGICAL_PROCESS
OFBKKLGO_02457_group_6266,DNA binding,MOLECULAR_FUNCTION
OFBKKLGO_02464_spo0A_2,phosphorelay signal transduction system,BIOLOGICAL_PROCESS
OFBKKLGO_02464_spo0A_2,cytoplasm,CELLULAR_COMPONENT
OFBKKLGO_02464_spo0A_2,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_02467_argR,protein complex oligomerization,BIOLOGICAL_PROCESS
OFBKKLGO_02467_argR,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_02467_argR,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_02467_argR,arginine binding,MOLECULAR_FUNCTION
OFBKKLGO_02468_tlyA,RNA binding,MOLECULAR_FUNCTION
OFBKKLGO_02468_tlyA,methylation,BIOLOGICAL_PROCESS
OFBKKLGO_02470_group_3720,isoprenoid biosynthetic process,BIOLOGICAL_PROCESS
OFBKKLGO_02471_xseB,exodeoxyribonuclease VII activity,MOLECULAR_FUNCTION
OFBKKLGO_02471_xseB,exodeoxyribonuclease VII activity,MOLECULAR_FUNCTION
OFBKKLGO_02472_xseA,exodeoxyribonuclease VII activity,MOLECULAR_FUNCTION
OFBKKLGO_02472_xseA,nucleic acid binding,MOLECULAR_FUNCTION
OFBKKLGO_02472_xseA,exodeoxyribonuclease VII activity,MOLECULAR_FUNCTION
OFBKKLGO_02473_folD,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_02473_folD,methylenetetrahydrofolate dehydrogenase (NADP+) activity,MOLECULAR_FUNCTION
OFBKKLGO_02473_folD,methylenetetrahydrofolate dehydrogenase (NADP+) activity,MOLECULAR_FUNCTION
OFBKKLGO_02474_nusB,"DNA-templated transcription, termination",BIOLOGICAL_PROCESS
OFBKKLGO_02474_nusB,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_02476_accC,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_02476_accC,ligase activity,MOLECULAR_FUNCTION
OFBKKLGO_02476_accC,metal ion binding,MOLECULAR_FUNCTION
OFBKKLGO_02477_accB,acetyl-CoA carboxylase activity,MOLECULAR_FUNCTION
OFBKKLGO_02487_efp,translational elongation,BIOLOGICAL_PROCESS
OFBKKLGO_02487_efp,cytoplasm,CELLULAR_COMPONENT
OFBKKLGO_02487_efp,cytoplasm,CELLULAR_COMPONENT
OFBKKLGO_02488_ypdF,hydrolase activity,MOLECULAR_FUNCTION
OFBKKLGO_02492_group_6275,lipid metabolic process,BIOLOGICAL_PROCESS
OFBKKLGO_02493_mntR,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_02493_mntR,protein dimerization activity,MOLECULAR_FUNCTION
OFBKKLGO_02493_mntR,DNA binding,MOLECULAR_FUNCTION
OFBKKLGO_02494_lipM,cellular protein modification process,BIOLOGICAL_PROCESS
OFBKKLGO_02494_lipM,octanoyltransferase activity,MOLECULAR_FUNCTION
OFBKKLGO_02496_gcvPB,glycine catabolic process,BIOLOGICAL_PROCESS
OFBKKLGO_02496_gcvPB,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_02496_gcvPB,glycine decarboxylation via glycine cleavage system,BIOLOGICAL_PROCESS
OFBKKLGO_02497_gcvPA,nucleoside metabolic process,BIOLOGICAL_PROCESS
OFBKKLGO_02497_gcvPA,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_02497_gcvPA,glycine catabolic process,BIOLOGICAL_PROCESS
OFBKKLGO_02500_rapA_2,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_02502_sinI,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_02503_sinR,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_02503_sinR,DNA binding,MOLECULAR_FUNCTION
OFBKKLGO_02512_group_880,establishment of competence for transformation,BIOLOGICAL_PROCESS
OFBKKLGO_02513_comGC,establishment of competence for transformation,BIOLOGICAL_PROCESS
OFBKKLGO_02527_glcK,cytoplasm,CELLULAR_COMPONENT
OFBKKLGO_02529_nhaC_2,integral component of membrane,CELLULAR_COMPONENT
OFBKKLGO_02529_nhaC_2,integral component of membrane,CELLULAR_COMPONENT
OFBKKLGO_02532_rpmGA,ribosome,CELLULAR_COMPONENT
OFBKKLGO_02532_rpmGA,translation,BIOLOGICAL_PROCESS
OFBKKLGO_02535_pstB3_2,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_02535_pstB3_2,membrane,CELLULAR_COMPONENT
OFBKKLGO_02535_pstB3_2,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_02536_pstB3_3,membrane,CELLULAR_COMPONENT
OFBKKLGO_02536_pstB3_3,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_02536_pstB3_3,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_02537_pstA,membrane,CELLULAR_COMPONENT
OFBKKLGO_02537_pstA,integral component of plasma membrane,CELLULAR_COMPONENT
OFBKKLGO_02538_pstC,membrane,CELLULAR_COMPONENT
OFBKKLGO_02538_pstC,phosphate ion transport,BIOLOGICAL_PROCESS
OFBKKLGO_02539_pstS1,phosphate ion binding,MOLECULAR_FUNCTION
OFBKKLGO_02541_group_3734,transmembrane transporter activity,MOLECULAR_FUNCTION
OFBKKLGO_02541_group_3734,transmembrane transporter activity,MOLECULAR_FUNCTION
OFBKKLGO_02542_sodA,metal ion binding,MOLECULAR_FUNCTION
OFBKKLGO_02542_sodA,superoxide metabolic process,BIOLOGICAL_PROCESS
OFBKKLGO_02546_ispG,cellular metabolic process,BIOLOGICAL_PROCESS
OFBKKLGO_02546_ispG,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity,MOLECULAR_FUNCTION
OFBKKLGO_02546_ispG,isoprenoid biosynthetic process,BIOLOGICAL_PROCESS
OFBKKLGO_02549_zur,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_02553_cshB,nucleic acid binding,MOLECULAR_FUNCTION
OFBKKLGO_02553_cshB,helicase activity,MOLECULAR_FUNCTION
OFBKKLGO_02555_ispH,metal ion binding,MOLECULAR_FUNCTION
OFBKKLGO_02557_trmK,tRNA (adenine-N1-)-methyltransferase activity,MOLECULAR_FUNCTION
OFBKKLGO_02558_cccA,integral component of membrane,CELLULAR_COMPONENT
OFBKKLGO_02558_cccA,electron transfer activity,MOLECULAR_FUNCTION
OFBKKLGO_02559_sigA,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_02559_sigA,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_02559_sigA,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_02559_sigA,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_02559_sigA,"DNA-templated transcription, initiation",BIOLOGICAL_PROCESS
OFBKKLGO_02559_sigA,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_02560_dnaG,zinc ion binding,MOLECULAR_FUNCTION
OFBKKLGO_02560_dnaG,nucleotidyltransferase activity,MOLECULAR_FUNCTION
OFBKKLGO_02560_dnaG,"DNA replication, synthesis of RNA primer",BIOLOGICAL_PROCESS
OFBKKLGO_02560_dnaG,"DNA replication, synthesis of RNA primer",BIOLOGICAL_PROCESS
OFBKKLGO_02560_dnaG,zinc ion binding,MOLECULAR_FUNCTION
OFBKKLGO_02560_dnaG,DNA helicase activity,MOLECULAR_FUNCTION
OFBKKLGO_02562_yqfL,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_02563_ccpN,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_02564_glyS,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_02564_glyS,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_02565_glyQ,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_02566_recO,DNA recombination,BIOLOGICAL_PROCESS
OFBKKLGO_02568_era,RNA binding,MOLECULAR_FUNCTION
OFBKKLGO_02568_era,GTP binding,MOLECULAR_FUNCTION
OFBKKLGO_02568_era,RNA binding,MOLECULAR_FUNCTION
OFBKKLGO_02569_cdd,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_02569_cdd,zinc ion binding,MOLECULAR_FUNCTION
OFBKKLGO_02569_cdd,zinc ion binding,MOLECULAR_FUNCTION
OFBKKLGO_02570_dgkA,kinase activity,MOLECULAR_FUNCTION
OFBKKLGO_02570_dgkA,kinase activity,MOLECULAR_FUNCTION
OFBKKLGO_02570_dgkA,kinase activity,MOLECULAR_FUNCTION
OFBKKLGO_02571_ybeY,metalloendopeptidase activity,MOLECULAR_FUNCTION
OFBKKLGO_02571_ybeY,rRNA processing,BIOLOGICAL_PROCESS
OFBKKLGO_02573_group_6298,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_02578_group_3747,integral component of membrane,CELLULAR_COMPONENT
OFBKKLGO_02579_yqeY,"carbon-nitrogen ligase activity, with glutamine as amido-N-donor",MOLECULAR_FUNCTION
OFBKKLGO_02580_rpsU,ribosome,CELLULAR_COMPONENT
OFBKKLGO_02582_mtaB,methylthiotransferase activity,MOLECULAR_FUNCTION
OFBKKLGO_02582_mtaB,tRNA methylthiolation,BIOLOGICAL_PROCESS
OFBKKLGO_02582_mtaB,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_02582_mtaB,transferase activity,MOLECULAR_FUNCTION
OFBKKLGO_02582_mtaB,"4 iron, 4 sulfur cluster binding",MOLECULAR_FUNCTION
OFBKKLGO_02582_mtaB,transferase activity,MOLECULAR_FUNCTION
OFBKKLGO_02582_mtaB,iron-sulfur cluster binding,MOLECULAR_FUNCTION
OFBKKLGO_02583_rsmE,methyltransferase activity,MOLECULAR_FUNCTION
OFBKKLGO_02584_prmA,protein methylation,BIOLOGICAL_PROCESS
OFBKKLGO_02585_dnaJ,unfolded protein binding,MOLECULAR_FUNCTION
OFBKKLGO_02585_dnaJ,unfolded protein binding,MOLECULAR_FUNCTION
OFBKKLGO_02585_dnaJ,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_02587_dnaK,unfolded protein binding,MOLECULAR_FUNCTION
OFBKKLGO_02588_grpE,protein folding,BIOLOGICAL_PROCESS
OFBKKLGO_02588_grpE,protein folding,BIOLOGICAL_PROCESS
OFBKKLGO_02589_hrcA,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_02591_lepA,GTP binding,MOLECULAR_FUNCTION
OFBKKLGO_02591_lepA,GTP binding,MOLECULAR_FUNCTION
OFBKKLGO_02594_gpr,proteolysis,BIOLOGICAL_PROCESS
OFBKKLGO_02595_rpsT,ribosome,CELLULAR_COMPONENT
OFBKKLGO_02596_yqeN,DNA-directed DNA polymerase activity,MOLECULAR_FUNCTION
OFBKKLGO_02596_yqeN,DNA binding,MOLECULAR_FUNCTION
OFBKKLGO_02599_tadA_2,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_02599_tadA_2,zinc ion binding,MOLECULAR_FUNCTION
OFBKKLGO_02601_proC_3,pyrroline-5-carboxylate reductase activity,MOLECULAR_FUNCTION
OFBKKLGO_02601_proC_3,oxidation-reduction process,BIOLOGICAL_PROCESS
OFBKKLGO_02606_group_3749,RNA binding,MOLECULAR_FUNCTION
OFBKKLGO_02607_aroE_1,oxidation-reduction process,BIOLOGICAL_PROCESS
OFBKKLGO_02607_aroE_1,NADP binding,MOLECULAR_FUNCTION
OFBKKLGO_02608_yqeH,GTP binding,MOLECULAR_FUNCTION
OFBKKLGO_02609_group_6306,hydrolase activity,MOLECULAR_FUNCTION
OFBKKLGO_02609_group_6306,phosphatidylglycerophosphatase activity,MOLECULAR_FUNCTION
OFBKKLGO_02614_ydjZ_1,integral component of membrane,CELLULAR_COMPONENT
OFBKKLGO_02630_manR,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_02630_manR,protein-N(PI)-phosphohistidine-sugar phosphotransferase activity,MOLECULAR_FUNCTION
OFBKKLGO_02630_manR,phosphoenolpyruvate-dependent sugar phosphotransferase system,BIOLOGICAL_PROCESS
OFBKKLGO_02633_gltC_3,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_02634_ynfM,transmembrane transporter activity,MOLECULAR_FUNCTION
OFBKKLGO_02634_ynfM,transmembrane transporter activity,MOLECULAR_FUNCTION
OFBKKLGO_02636_cypB,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",MOLECULAR_FUNCTION
OFBKKLGO_02636_cypB,NADPH-hemoprotein reductase activity,MOLECULAR_FUNCTION
OFBKKLGO_02636_cypB,oxidoreductase activity,MOLECULAR_FUNCTION
OFBKKLGO_02636_cypB,oxidation-reduction process,BIOLOGICAL_PROCESS
OFBKKLGO_02636_cypB,FMN binding,MOLECULAR_FUNCTION
OFBKKLGO_02636_cypB,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",MOLECULAR_FUNCTION
OFBKKLGO_02636_cypB,oxidation-reduction process,BIOLOGICAL_PROCESS
OFBKKLGO_02637_bm3R1,DNA binding,MOLECULAR_FUNCTION
OFBKKLGO_02640_focA,transmembrane transporter activity,MOLECULAR_FUNCTION
