ID,PATHWAY
OFBKKLGO_01850_pyrF,Pyrimidine biosynthesis|Reactome|R-HSA-500753;UMP biosynthesis I|MetaCyc|PWY-5686;Pyrimidine metabolism|KEGG|00240+4.1.1.23;UMP biosynthesis II|MetaCyc|PWY-7790;UMP biosynthesis III|MetaCyc|PWY-7791
OFBKKLGO_01850_pyrF,UMP biosynthesis II|MetaCyc|PWY-7790;UMP biosynthesis I|MetaCyc|PWY-5686;Pyrimidine metabolism|KEGG|00240+4.1.1.23;Pyrimidine biosynthesis|Reactome|R-HSA-500753;UMP biosynthesis III|MetaCyc|PWY-7791
OFBKKLGO_01851_pyrD,Pyrimidine metabolism|KEGG|00240+1.3.1.14;UMP biosynthesis III|MetaCyc|PWY-7791
OFBKKLGO_01851_pyrD,Pyrimidine biosynthesis|Reactome|R-HSA-500753
OFBKKLGO_01853_carB_2,"Alanine, aspartate and glutamate metabolism|KEGG|00250+6.3.5.5;L-arginine biosynthesis III (via N-acetyl-L-citrulline)|MetaCyc|PWY-5154;Pyrimidine metabolism|KEGG|00240+6.3.5.5;UMP biosynthesis I|MetaCyc|PWY-5686;L-arginine biosynthesis IV (archaebacteria)|MetaCyc|PWY-7400;UMP biosynthesis II|MetaCyc|PWY-7790;UMP biosynthesis III|MetaCyc|PWY-7791"
OFBKKLGO_01853_carB_2,"Alanine, aspartate and glutamate metabolism|KEGG|00250+6.3.5.5;L-arginine biosynthesis III (via N-acetyl-L-citrulline)|MetaCyc|PWY-5154;L-arginine biosynthesis IV (archaebacteria)|MetaCyc|PWY-7400;UMP biosynthesis III|MetaCyc|PWY-7791;UMP biosynthesis I|MetaCyc|PWY-5686;UMP biosynthesis II|MetaCyc|PWY-7790;Pyrimidine metabolism|KEGG|00240+6.3.5.5"
OFBKKLGO_01853_carB_2,"L-arginine biosynthesis IV (archaebacteria)|MetaCyc|PWY-7400;L-arginine biosynthesis III (via N-acetyl-L-citrulline)|MetaCyc|PWY-5154;UMP biosynthesis I|MetaCyc|PWY-5686;UMP biosynthesis II|MetaCyc|PWY-7790;Pyrimidine metabolism|KEGG|00240+6.3.5.5;Alanine, aspartate and glutamate metabolism|KEGG|00250+6.3.5.5;UMP biosynthesis III|MetaCyc|PWY-7791"
OFBKKLGO_01853_carB_2,"UMP biosynthesis I|MetaCyc|PWY-5686;L-arginine biosynthesis IV (archaebacteria)|MetaCyc|PWY-7400;UMP biosynthesis III|MetaCyc|PWY-7791;L-arginine biosynthesis III (via N-acetyl-L-citrulline)|MetaCyc|PWY-5154;Alanine, aspartate and glutamate metabolism|KEGG|00250+6.3.5.5;UMP biosynthesis II|MetaCyc|PWY-7790;Pyrimidine metabolism|KEGG|00240+6.3.5.5"
OFBKKLGO_01853_carB_2,"Alanine, aspartate and glutamate metabolism|KEGG|00250+6.3.5.5;L-arginine biosynthesis III (via N-acetyl-L-citrulline)|MetaCyc|PWY-5154;UMP biosynthesis II|MetaCyc|PWY-7790;L-arginine biosynthesis IV (archaebacteria)|MetaCyc|PWY-7400;UMP biosynthesis I|MetaCyc|PWY-5686;UMP biosynthesis III|MetaCyc|PWY-7791;Pyrimidine metabolism|KEGG|00240+6.3.5.5"
OFBKKLGO_01854_carA_2,"L-arginine biosynthesis III (via N-acetyl-L-citrulline)|MetaCyc|PWY-5154;Alanine, aspartate and glutamate metabolism|KEGG|00250+6.3.5.5;UMP biosynthesis III|MetaCyc|PWY-7791;UMP biosynthesis II|MetaCyc|PWY-7790;UMP biosynthesis I|MetaCyc|PWY-5686;Pyrimidine metabolism|KEGG|00240+6.3.5.5;L-arginine biosynthesis IV (archaebacteria)|MetaCyc|PWY-7400"
OFBKKLGO_01854_carA_2,"UMP biosynthesis I|MetaCyc|PWY-5686;UMP biosynthesis III|MetaCyc|PWY-7791;L-arginine biosynthesis III (via N-acetyl-L-citrulline)|MetaCyc|PWY-5154;L-arginine biosynthesis IV (archaebacteria)|MetaCyc|PWY-7400;Pyrimidine metabolism|KEGG|00240+6.3.5.5;UMP biosynthesis II|MetaCyc|PWY-7790;Alanine, aspartate and glutamate metabolism|KEGG|00250+6.3.5.5"
OFBKKLGO_01854_carA_2,"Pyrimidine metabolism|KEGG|00240+6.3.5.5;UMP biosynthesis II|MetaCyc|PWY-7790;L-arginine biosynthesis IV (archaebacteria)|MetaCyc|PWY-7400;L-arginine biosynthesis III (via N-acetyl-L-citrulline)|MetaCyc|PWY-5154;UMP biosynthesis III|MetaCyc|PWY-7791;UMP biosynthesis I|MetaCyc|PWY-5686;Alanine, aspartate and glutamate metabolism|KEGG|00250+6.3.5.5"
OFBKKLGO_01854_carA_2,"L-arginine biosynthesis IV (archaebacteria)|MetaCyc|PWY-7400;UMP biosynthesis I|MetaCyc|PWY-5686;L-arginine biosynthesis III (via N-acetyl-L-citrulline)|MetaCyc|PWY-5154;UMP biosynthesis II|MetaCyc|PWY-7790;Pyrimidine metabolism|KEGG|00240+6.3.5.5;Alanine, aspartate and glutamate metabolism|KEGG|00250+6.3.5.5;UMP biosynthesis III|MetaCyc|PWY-7791"
OFBKKLGO_01855_pyrC,UMP biosynthesis III|MetaCyc|PWY-7791;UMP biosynthesis I|MetaCyc|PWY-5686;UMP biosynthesis II|MetaCyc|PWY-7790;Pyrimidine metabolism|KEGG|00240+3.5.2.3
OFBKKLGO_01855_pyrC,UMP biosynthesis II|MetaCyc|PWY-7790;UMP biosynthesis III|MetaCyc|PWY-7791;Pyrimidine metabolism|KEGG|00240+3.5.2.3;UMP biosynthesis I|MetaCyc|PWY-5686
OFBKKLGO_01856_pyrB,"UMP biosynthesis III|MetaCyc|PWY-7791;UMP biosynthesis II|MetaCyc|PWY-7790;UMP biosynthesis I|MetaCyc|PWY-5686;Alanine, aspartate and glutamate metabolism|KEGG|00250+2.1.3.2;Pyrimidine metabolism|KEGG|00240+2.1.3.2;Pyrimidine biosynthesis|Reactome|R-HSA-500753"
OFBKKLGO_01858_pyrP,Vitamin C (ascorbate) metabolism|Reactome|R-HSA-196836
OFBKKLGO_01860_pyrR,Pyrimidine metabolism|KEGG|00240+2.4.2.9;Pyrimidine nucleobases salvage I|MetaCyc|PWY-7183
OFBKKLGO_01862_rluD_2,"Formation of a pool of free 40S subunits|Reactome|R-HSA-72689;L13a-mediated translational silencing of Ceruloplasmin expression|Reactome|R-HSA-156827;Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)|Reactome|R-HSA-975957;Translation initiation complex formation|Reactome|R-HSA-72649;Formation of the ternary complex, and subsequently, the 43S complex|Reactome|R-HSA-72695;SRP-dependent cotranslational protein targeting to membrane|Reactome|R-HSA-1799339;GTP hydrolysis and joining of the 60S ribosomal subunit|Reactome|R-HSA-72706;Viral mRNA Translation|Reactome|R-HSA-192823;Major pathway of rRNA processing in the nucleolus and cytosol|Reactome|R-HSA-6791226;Regulation of expression of SLITs and ROBOs|Reactome|R-HSA-9010553;Ribosomal scanning and start codon recognition|Reactome|R-HSA-72702;Selenocysteine synthesis|Reactome|R-HSA-2408557;Eukaryotic Translation Termination|Reactome|R-HSA-72764;Response of EIF2AK4 (GCN2) to amino acid deficiency|Reactome|R-HSA-9633012;Peptide chain elongation|Reactome|R-HSA-156902;Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)|Reactome|R-HSA-975956"
OFBKKLGO_01863_lspA,Lipoprotein posttranslational modification|MetaCyc|PWY-7884
OFBKKLGO_01867_group_6128,"Formation of a pool of free 40S subunits|Reactome|R-HSA-72689;L13a-mediated translational silencing of Ceruloplasmin expression|Reactome|R-HSA-156827;Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)|Reactome|R-HSA-975957;Translation initiation complex formation|Reactome|R-HSA-72649;Formation of the ternary complex, and subsequently, the 43S complex|Reactome|R-HSA-72695;SRP-dependent cotranslational protein targeting to membrane|Reactome|R-HSA-1799339;GTP hydrolysis and joining of the 60S ribosomal subunit|Reactome|R-HSA-72706;Viral mRNA Translation|Reactome|R-HSA-192823;Major pathway of rRNA processing in the nucleolus and cytosol|Reactome|R-HSA-6791226;Regulation of expression of SLITs and ROBOs|Reactome|R-HSA-9010553;Ribosomal scanning and start codon recognition|Reactome|R-HSA-72702;Selenocysteine synthesis|Reactome|R-HSA-2408557;Eukaryotic Translation Termination|Reactome|R-HSA-72764;Response of EIF2AK4 (GCN2) to amino acid deficiency|Reactome|R-HSA-9633012;Peptide chain elongation|Reactome|R-HSA-156902;Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)|Reactome|R-HSA-975956"
OFBKKLGO_01870_yggS,"Ansatrienin biosynthesis|MetaCyc|PWY-8040;Alanine racemization|MetaCyc|PWY-8072;D-Alanine metabolism|KEGG|00473+5.1.1.1;Anaerobic energy metabolism (invertebrates, cytosol)|MetaCyc|PWY-7383"
OFBKKLGO_01882_divIB,Mitochondrial protein import|Reactome|R-HSA-1268020;Cristae formation|Reactome|R-HSA-8949613
OFBKKLGO_01883_murB,UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|MetaCyc|PWY-6386;Peptidoglycan biosynthesis|KEGG|00550+1.3.1.98;Amino sugar and nucleotide sugar metabolism|KEGG|00520+1.3.1.98;UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)|MetaCyc|PWY-7953;UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|MetaCyc|PWY-6387
OFBKKLGO_01883_murB,UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|MetaCyc|PWY-6386;Amino sugar and nucleotide sugar metabolism|KEGG|00520+1.3.1.98;UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|MetaCyc|PWY-6387;UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)|MetaCyc|PWY-7953;Peptidoglycan biosynthesis|KEGG|00550+1.3.1.98
OFBKKLGO_01883_murB,UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)|MetaCyc|PWY-7953;Peptidoglycan biosynthesis|KEGG|00550+1.3.1.98;Amino sugar and nucleotide sugar metabolism|KEGG|00520+1.3.1.98;UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|MetaCyc|PWY-6386;UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|MetaCyc|PWY-6387
OFBKKLGO_01884_murG_1,Peptidoglycan biosynthesis III (mycobacteria)|MetaCyc|PWY-6385;Peptidoglycan biosynthesis IV (Enterococcus faecium)|MetaCyc|PWY-6471;Peptidoglycan biosynthesis|KEGG|00550+2.4.1.227;Peptidoglycan biosynthesis II (staphylococci)|MetaCyc|PWY-5265;Peptidoglycan biosynthesis V (beta-lactam resistance)|MetaCyc|PWY-6470
OFBKKLGO_01884_murG_1,Peptidoglycan biosynthesis|KEGG|00550+2.4.1.227;Peptidoglycan biosynthesis III (mycobacteria)|MetaCyc|PWY-6385;Peptidoglycan biosynthesis V (beta-lactam resistance)|MetaCyc|PWY-6470;Peptidoglycan biosynthesis IV (Enterococcus faecium)|MetaCyc|PWY-6471;Peptidoglycan biosynthesis II (staphylococci)|MetaCyc|PWY-5265
OFBKKLGO_01884_murG_1,"Peptidoglycan biosynthesis IV (Enterococcus faecium)|MetaCyc|PWY-6471;Peptidoglycan biosynthesis III (mycobacteria)|MetaCyc|PWY-6385;Peptidoglycan biosynthesis V (beta-lactam resistance)|MetaCyc|PWY-6470;Peptidoglycan biosynthesis|KEGG|00550+2.4.1.227;Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein|Reactome|R-HSA-446193;Defective ALG14 causes congenital myasthenic syndrome (ALG14-CMS)|Reactome|R-HSA-5633231;Peptidoglycan biosynthesis II (staphylococci)|MetaCyc|PWY-5265"
OFBKKLGO_01885_ftsW_2,Peptidoglycan biosynthesis II (staphylococci)|MetaCyc|PWY-5265;Peptidoglycan biosynthesis|KEGG|00550+2.4.1.129;Peptidoglycan biosynthesis III (mycobacteria)|MetaCyc|PWY-6385;Peptidoglycan biosynthesis IV (Enterococcus faecium)|MetaCyc|PWY-6471;Peptidoglycan biosynthesis V (beta-lactam resistance)|MetaCyc|PWY-6470
OFBKKLGO_01885_ftsW_2,Peptidoglycan biosynthesis IV (Enterococcus faecium)|MetaCyc|PWY-6471;Peptidoglycan biosynthesis III (mycobacteria)|MetaCyc|PWY-6385;Peptidoglycan biosynthesis|KEGG|00550+2.4.1.129;Peptidoglycan biosynthesis II (staphylococci)|MetaCyc|PWY-5265;Peptidoglycan biosynthesis V (beta-lactam resistance)|MetaCyc|PWY-6470
OFBKKLGO_01885_ftsW_2,Peptidoglycan biosynthesis IV (Enterococcus faecium)|MetaCyc|PWY-6471;Peptidoglycan biosynthesis III (mycobacteria)|MetaCyc|PWY-6385;Peptidoglycan biosynthesis II (staphylococci)|MetaCyc|PWY-5265;Peptidoglycan biosynthesis|KEGG|00550+2.4.1.129;Peptidoglycan biosynthesis V (beta-lactam resistance)|MetaCyc|PWY-6470
OFBKKLGO_01886_murD,D-Glutamine and D-glutamate metabolism|KEGG|00471+6.3.2.9;Peptidoglycan biosynthesis|KEGG|00550+6.3.2.9;UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|MetaCyc|PWY-6386;UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|MetaCyc|PWY-6387
OFBKKLGO_01886_murD,Metabolism of folate and pterines|Reactome|R-HSA-196757
OFBKKLGO_01887_mraY,"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein|Reactome|R-HSA-446193;Peptidoglycan biosynthesis II (staphylococci)|MetaCyc|PWY-5265;Defective DPAGT1 causes DPAGT1-CDG (CDG-1j) and CMSTA2|Reactome|R-HSA-4549356;Peptidoglycan biosynthesis V (beta-lactam resistance)|MetaCyc|PWY-6470;Peptidoglycan biosynthesis|KEGG|00550+2.7.8.13;Peptidoglycan biosynthesis IV (Enterococcus faecium)|MetaCyc|PWY-6471"
OFBKKLGO_01887_mraY,Peptidoglycan biosynthesis V (beta-lactam resistance)|MetaCyc|PWY-6470;Peptidoglycan biosynthesis II (staphylococci)|MetaCyc|PWY-5265;Peptidoglycan biosynthesis IV (Enterococcus faecium)|MetaCyc|PWY-6471;Peptidoglycan biosynthesis|KEGG|00550+2.7.8.13
OFBKKLGO_01887_mraY,Peptidoglycan biosynthesis|KEGG|00550+2.7.8.13;Peptidoglycan biosynthesis V (beta-lactam resistance)|MetaCyc|PWY-6470;Peptidoglycan biosynthesis II (staphylococci)|MetaCyc|PWY-5265;Peptidoglycan biosynthesis IV (Enterococcus faecium)|MetaCyc|PWY-6471
OFBKKLGO_01888_murE,Metabolism of folate and pterines|Reactome|R-HSA-196757
OFBKKLGO_01898_rpmF,Mitochondrial translation elongation|Reactome|R-HSA-5389840;Mitochondrial translation termination|Reactome|R-HSA-5419276;Mitochondrial translation initiation|Reactome|R-HSA-5368286
OFBKKLGO_01902_group_16235,Glycerophospholipid catabolism|Reactome|R-HSA-6814848
OFBKKLGO_01903_ylbJ,Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane|Reactome|R-HSA-83936
OFBKKLGO_01904_coaD,Pantothenate and CoA biosynthesis|KEGG|00770+2.7.7.3;Coenzyme A biosynthesis II (eukaryotic)|MetaCyc|PWY-7851
OFBKKLGO_01916_ctaE,TP53 Regulates Metabolic Genes|Reactome|R-HSA-5628897;Respiratory electron transport|Reactome|R-HSA-611105
OFBKKLGO_01916_ctaE,Respiratory electron transport|Reactome|R-HSA-611105;TP53 Regulates Metabolic Genes|Reactome|R-HSA-5628897
OFBKKLGO_01917_ctaD,TP53 Regulates Metabolic Genes|Reactome|R-HSA-5628897;Respiratory electron transport|Reactome|R-HSA-611105
OFBKKLGO_01917_ctaD,Respiratory electron transport|Reactome|R-HSA-611105;TP53 Regulates Metabolic Genes|Reactome|R-HSA-5628897
OFBKKLGO_01918_ctaC,TP53 Regulates Metabolic Genes|Reactome|R-HSA-5628897;Respiratory electron transport|Reactome|R-HSA-611105
OFBKKLGO_01918_ctaC,Respiratory electron transport|Reactome|R-HSA-611105;TP53 Regulates Metabolic Genes|Reactome|R-HSA-5628897
OFBKKLGO_01918_ctaC,SMAC(DIABLO)-mediated dissociation of IAP:caspase complexes|Reactome|R-HSA-111464;Detoxification of Reactive Oxygen Species|Reactome|R-HSA-3299685;Transcriptional activation of mitochondrial biogenesis|Reactome|R-HSA-2151201;Activation of caspases through apoptosome-mediated cleavage|Reactome|R-HSA-111459;Respiratory electron transport|Reactome|R-HSA-611105;Release of apoptotic factors from the mitochondria|Reactome|R-HSA-111457;Regulation of the apoptosome activity|Reactome|R-HSA-9627069;Formation of apoptosome|Reactome|R-HSA-111458;TP53 Regulates Metabolic Genes|Reactome|R-HSA-5628897;SMAC (DIABLO) binds to IAPs|Reactome|R-HSA-111463
OFBKKLGO_01918_ctaC,Respiratory electron transport|Reactome|R-HSA-611105
OFBKKLGO_01919_ctaB2,Heme a biosynthesis|MetaCyc|PWY-7856;Heme biosynthesis|Reactome|R-HSA-189451;Porphyrin and chlorophyll metabolism|KEGG|00860+2.5.1.141
OFBKKLGO_01920_ctaA,Heme biosynthesis|Reactome|R-HSA-189451
OFBKKLGO_01921_pycA,Gluconeogenesis|Reactome|R-HSA-70263;Defective HLCS causes multiple carboxylase deficiency|Reactome|R-HSA-3371599;Biotin transport and metabolism|Reactome|R-HSA-196780
OFBKKLGO_01921_pycA,Biotin transport and metabolism|Reactome|R-HSA-196780;Defective HLCS causes multiple carboxylase deficiency|Reactome|R-HSA-3371599
OFBKKLGO_01921_pycA,Defective HLCS causes multiple carboxylase deficiency|Reactome|R-HSA-3371599;Biotin transport and metabolism|Reactome|R-HSA-196780
OFBKKLGO_01921_pycA,"Biotin transport and metabolism|Reactome|R-HSA-196780;Citrate cycle (TCA cycle)|KEGG|00020+6.4.1.1;Methanobacterium thermoautotrophicum biosynthetic metabolism|MetaCyc|PWY-6146;Gluconeogenesis|Reactome|R-HSA-70263;Carbon fixation pathways in prokaryotes|KEGG|00720+6.4.1.1;(S)-lactate fermentation to propanoate, acetate and hydrogen|MetaCyc|PWY-8086;Defective HLCS causes multiple carboxylase deficiency|Reactome|R-HSA-3371599;Pyruvate metabolism|KEGG|00620+6.4.1.1;Gluconeogenesis II (Methanobacterium thermoautotrophicum)|MetaCyc|PWY-6142"
OFBKKLGO_01921_pycA,Biotin transport and metabolism|Reactome|R-HSA-196780
OFBKKLGO_01922_ftsW_1,Peptidoglycan biosynthesis IV (Enterococcus faecium)|MetaCyc|PWY-6471;Peptidoglycan biosynthesis III (mycobacteria)|MetaCyc|PWY-6385;Peptidoglycan biosynthesis II (staphylococci)|MetaCyc|PWY-5265;Peptidoglycan biosynthesis|KEGG|00550+2.4.1.129;Peptidoglycan biosynthesis V (beta-lactam resistance)|MetaCyc|PWY-6470
OFBKKLGO_01922_ftsW_1,Peptidoglycan biosynthesis II (staphylococci)|MetaCyc|PWY-5265;Peptidoglycan biosynthesis|KEGG|00550+2.4.1.129;Peptidoglycan biosynthesis III (mycobacteria)|MetaCyc|PWY-6385;Peptidoglycan biosynthesis IV (Enterococcus faecium)|MetaCyc|PWY-6471;Peptidoglycan biosynthesis V (beta-lactam resistance)|MetaCyc|PWY-6470
OFBKKLGO_01924_glsA2,"Glutamate Neurotransmitter Release Cycle|Reactome|R-HSA-210500;Alanine, aspartate and glutamate metabolism|KEGG|00250+3.5.1.2;Arginine biosynthesis|KEGG|00220+3.5.1.2;D-Glutamine and D-glutamate metabolism|KEGG|00471+3.5.1.2;Glutaminyl-trnagln biosynthesis via transamidation|MetaCyc|PWY-5921;Glutamate and glutamine metabolism|Reactome|R-HSA-8964539;TP53 Regulates Metabolic Genes|Reactome|R-HSA-5628897"
OFBKKLGO_01946_pdhC_2,Glyoxylate metabolism and glycine degradation|Reactome|R-HSA-389661
OFBKKLGO_01955_adeC,Adenine salvage|MetaCyc|PWY-6610;Purine metabolism|KEGG|00230+3.5.4.2
OFBKKLGO_01958_sasA_1,Voltage gated Potassium channels|Reactome|R-HSA-1296072
OFBKKLGO_01958_sasA_1,Branched-chain amino acid catabolism|Reactome|R-HSA-70895
OFBKKLGO_01958_sasA_1,Regulation of pyruvate dehydrogenase (PDH) complex|Reactome|R-HSA-204174;Signaling by Retinoic Acid|Reactome|R-HSA-5362517
OFBKKLGO_01963_group_735,Pantothenate and CoA biosynthesis|KEGG|00770+1.1.1.169;Phosphopantothenate biosynthesis III (archaebacteria)|MetaCyc|PWY-6654
OFBKKLGO_01966_sipT,"SRP-dependent cotranslational protein targeting to membrane|Reactome|R-HSA-1799339;Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)|Reactome|R-HSA-381771;Synthesis, secretion, and inactivation of Glucose-dependent Insulinotropic Polypeptide (GIP)|Reactome|R-HSA-400511;Synthesis, secretion, and deacylation of Ghrelin|Reactome|R-HSA-422085"
OFBKKLGO_01967_fruA,Bicarbonate transporters|Reactome|R-HSA-425381
OFBKKLGO_01967_fruA,Fructose and mannose metabolism|KEGG|00051+2.7.1.202
OFBKKLGO_01968_lacC,Fructose and mannose metabolism|KEGG|00051+2.7.1.56
OFBKKLGO_01975_moaE,Folate biosynthesis|KEGG|00790+2.8.1.12;Protein SAMPylation and SAMP-mediated thiolation|MetaCyc|PWY-7887;Molybdenum cofactor biosynthesis|Reactome|R-HSA-947581;Molybdenum cofactor biosynthesis|MetaCyc|PWY-6823
OFBKKLGO_01975_moaE,Molybdenum cofactor biosynthesis|MetaCyc|PWY-6823;Protein SAMPylation and SAMP-mediated thiolation|MetaCyc|PWY-7887;Folate biosynthesis|KEGG|00790+2.8.1.12;Molybdenum cofactor biosynthesis|Reactome|R-HSA-947581
OFBKKLGO_01977_moeA,Molybdenum cofactor biosynthesis|Reactome|R-HSA-947581;Folate biosynthesis|KEGG|00790+2.10.1.1;Molybdenum cofactor biosynthesis|MetaCyc|PWY-6823
OFBKKLGO_01977_moeA,Molybdenum cofactor biosynthesis|Reactome|R-HSA-947581;Molybdenum cofactor biosynthesis|MetaCyc|PWY-6823;Folate biosynthesis|KEGG|00790+2.10.1.1
OFBKKLGO_01977_moeA,Folate biosynthesis|KEGG|00790+2.10.1.1;Molybdenum cofactor biosynthesis|Reactome|R-HSA-947581;Molybdenum cofactor biosynthesis|MetaCyc|PWY-6823
OFBKKLGO_01977_moeA,Molybdenum cofactor biosynthesis|MetaCyc|PWY-6823;Folate biosynthesis|KEGG|00790+2.10.1.1;Molybdenum cofactor biosynthesis|Reactome|R-HSA-947581
OFBKKLGO_01987_ykuR,L-lysine biosynthesis II|MetaCyc|PWY-2941;Lysine biosynthesis|KEGG|00300+3.5.1.47
OFBKKLGO_01988_dapH_1,Synthesis of GDP-mannose|Reactome|R-HSA-446205
OFBKKLGO_01988_dapH_1,Lysine biosynthesis|KEGG|00300+2.3.1.89;L-lysine biosynthesis II|MetaCyc|PWY-2941
OFBKKLGO_02012_glxR,Branched-chain amino acid catabolism|Reactome|R-HSA-70895
OFBKKLGO_02021_group_3664,Arg/N-end rule pathway (eukaryotic)|MetaCyc|PWY-7799;Ac/N-end rule pathway|MetaCyc|PWY-7800
OFBKKLGO_02022_zosA,Ion transport by P-type ATPases|Reactome|R-HSA-936837
OFBKKLGO_02030_queE_2,Folate biosynthesis|KEGG|00790+4.3.99.3;Preq0 biosynthesis|MetaCyc|PWY-6703
OFBKKLGO_02031_queD,"Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation|Reactome|R-HSA-1474151"
OFBKKLGO_02032_queC,Preq0 biosynthesis|MetaCyc|PWY-6703;Folate biosynthesis|KEGG|00790+6.3.4.20
OFBKKLGO_02041_kinD,Branched-chain amino acid catabolism|Reactome|R-HSA-70895
OFBKKLGO_02041_kinD,Regulation of pyruvate dehydrogenase (PDH) complex|Reactome|R-HSA-204174;Signaling by Retinoic Acid|Reactome|R-HSA-5362517
OFBKKLGO_02045_mtnX,Cysteine and methionine metabolism|KEGG|00270+3.1.3.87;S-methyl-5-thio-alpha-D-ribose 1-phosphate degradation I|MetaCyc|PWY-4361
OFBKKLGO_02046_mtnW,Cysteine and methionine metabolism|KEGG|00270+5.3.2.5;S-methyl-5-thio-alpha-D-ribose 1-phosphate degradation I|MetaCyc|PWY-4361
OFBKKLGO_02046_mtnW,Nucleoside and nucleotide degradation (archaea)|MetaCyc|PWY-5532;Rubisco shunt|MetaCyc|PWY-5723;Glyoxylate and dicarboxylate metabolism|KEGG|00630+4.1.1.39;Carbon fixation in photosynthetic organisms|KEGG|00710+4.1.1.39
OFBKKLGO_02046_mtnW,Rubisco shunt|MetaCyc|PWY-5723;Carbon fixation in photosynthetic organisms|KEGG|00710+4.1.1.39;Nucleoside and nucleotide degradation (archaea)|MetaCyc|PWY-5532;Glyoxylate and dicarboxylate metabolism|KEGG|00630+4.1.1.39
OFBKKLGO_02046_mtnW,Carbon fixation in photosynthetic organisms|KEGG|00710+4.1.1.39;Nucleoside and nucleotide degradation (archaea)|MetaCyc|PWY-5532;Glyoxylate and dicarboxylate metabolism|KEGG|00630+4.1.1.39;Rubisco shunt|MetaCyc|PWY-5723
OFBKKLGO_02046_mtnW,Nucleoside and nucleotide degradation (archaea)|MetaCyc|PWY-5532;Carbon fixation in photosynthetic organisms|KEGG|00710+4.1.1.39;Rubisco shunt|MetaCyc|PWY-5723;Glyoxylate and dicarboxylate metabolism|KEGG|00630+4.1.1.39
OFBKKLGO_02051_mtnK,Cysteine and methionine metabolism|KEGG|00270+2.7.1.100;S-methyl-5'-thioadenosine degradation I|MetaCyc|PWY-6754
OFBKKLGO_02052_mtnA,S-methyl-5-thio-alpha-D-ribose 1-phosphate degradation II|MetaCyc|PWY-7174;Cysteine and methionine metabolism|KEGG|00270+5.3.1.23;S-methyl-5-thio-alpha-D-ribose 1-phosphate degradation I|MetaCyc|PWY-4361
OFBKKLGO_02052_mtnA,Cysteine and methionine metabolism|KEGG|00270+5.3.1.23;Methionine salvage pathway|Reactome|R-HSA-1237112;S-methyl-5-thio-alpha-D-ribose 1-phosphate degradation I|MetaCyc|PWY-4361;S-methyl-5-thio-alpha-D-ribose 1-phosphate degradation II|MetaCyc|PWY-7174
OFBKKLGO_02052_mtnA,Cysteine and methionine metabolism|KEGG|00270+5.3.1.23;S-methyl-5-thio-alpha-D-ribose 1-phosphate degradation I|MetaCyc|PWY-4361;S-methyl-5-thio-alpha-D-ribose 1-phosphate degradation II|MetaCyc|PWY-7174
OFBKKLGO_02052_mtnA,Methionine salvage pathway|Reactome|R-HSA-1237112;S-methyl-5-thio-alpha-D-ribose 1-phosphate degradation I|MetaCyc|PWY-4361;Cysteine and methionine metabolism|KEGG|00270+5.3.1.23;S-methyl-5-thio-alpha-D-ribose 1-phosphate degradation II|MetaCyc|PWY-7174
OFBKKLGO_02052_mtnA,Cysteine and methionine metabolism|KEGG|00270+5.3.1.23;S-methyl-5-thio-alpha-D-ribose 1-phosphate degradation I|MetaCyc|PWY-4361;S-methyl-5-thio-alpha-D-ribose 1-phosphate degradation II|MetaCyc|PWY-7174;Methionine salvage pathway|Reactome|R-HSA-1237112
OFBKKLGO_02055_kinE,Regulation of pyruvate dehydrogenase (PDH) complex|Reactome|R-HSA-204174;Signaling by Retinoic Acid|Reactome|R-HSA-5362517
OFBKKLGO_02055_kinE,Branched-chain amino acid catabolism|Reactome|R-HSA-70895
