Query_ID,Subject_ID,Identity,Alignment Length,Mismatches
OFBKKLGO_03392_opuBA,gnl|TC-DB|Q45460|3.A.1.12.3 Choline transport ATP-binding protein opuBA - Bacillus subtilis.,84.5,381,59
OFBKKLGO_03394_opuCD_2,gnl|TC-DB|O34742|3.A.1.12.4 Glycine betaine/carnitine/choline transport system permease protein opuCD - Bacillus subtilis.,96.3,216,8
OFBKKLGO_03395_opuCC,gnl|TC-DB|O32243|3.A.1.12.4 Glycine betaine/carnitine/choline-binding protein precursor (Osmoprotectant-binding protein) - Bacillus subtilis.,84.1,301,48
OFBKKLGO_03396_opuCB_2,gnl|TC-DB|O34878|3.A.1.12.4 Glycine betaine/carnitine/choline transport system permease protein opuCB - Bacillus subtilis.,92.6,217,16
OFBKKLGO_03397_opuCA,gnl|TC-DB|O34992|3.A.1.12.4 Glycine betaine/carnitine/choline transport ATP-binding protein opuCA - Bacillus subtilis.,91.3,379,32
OFBKKLGO_03399_group_3859,gnl|TC-DB|O32244|2.A.95.1.3 UPF0056 membrane protein yvbG OS=Bacillus subtilis GN=yvbG PE=3 SV=1,87.1,210,27
OFBKKLGO_03417_gapA,gnl|TC-DB|B3ET62|3.A.23.6.1 Glyceraldehyde-3-phosphate dehydrogenase OS=Amoebophilus asiaticus (strain 5a2) GN=Aasi_1069 PE=3 SV=1,52.1,330,156
OFBKKLGO_03420_araE,gnl|TC-DB|P96710|2.A.1.1.55 Arabinose-proton symporter - Bacillus subtilis.,89.0,464,51
OFBKKLGO_03425_yvbW,gnl|TC-DB|P46349|2.A.3.1.5 GABA permease (4-amino butyrate transport carrier) (Gamma- aminobutyrate permease) - Bacillus subtilis.,40.2,420,244
OFBKKLGO_03430_idnT,gnl|TC-DB|P39344|2.A.8.1.2 GNT-II SYSTEM L-IDONATE TRANSPORTER (L-IDO TRANSPORTER) - Escherichia coli.,47.6,420,216
OFBKKLGO_03436_lutP,gnl|TC-DB|P71067|2.A.14.1.3 L-lactate permease OS=Bacillus subtilis (strain 168) GN=lutP PE=1 SV=2,84.0,563,85
OFBKKLGO_03447_epsG,gnl|TC-DB|P71056|9.B.183.1.9 Transmembrane protein EpsG OS=Bacillus subtilis (strain 168) GN=epsG PE=2 SV=1,86.4,367,50
OFBKKLGO_03453_yveL,gnl|TC-DB|A5FN22|8.A.3.3.4 Wzc OS=Flavobacterium johnsoniae (strain ATCC 17061 / DSM 2064 / UW101) GN=wzc PE=4 SV=1,40.4,178,102
OFBKKLGO_03471_rafB,gnl|TC-DB|V9SGD8|2.A.1.5.6 Sugar transporter OS=Escherichia coli OX=562 GN=RCS78_P0228 PE=4 SV=1,53.1,377,172
OFBKKLGO_03485_crh,"gnl|TC-DB|A1RZ60|8.A.8.1.6 Phosphotransferase system, phosphocarrier protein HPr OS=Thermofilum pendens (strain Hrk 5) GN=Tpen_1091 PE=4 SV=1",43.0,79,45
OFBKKLGO_03495_bmrA,gnl|TC-DB|O06967|3.A.1.117.3 Multidrug resistance ABC transporter ATP-binding/permease protein BmrA OS=Bacillus subtilis (strain 168) GN=bmrA PE=1 SV=1,86.4,588,80
OFBKKLGO_03507_lgt,gnl|TC-DB|WP_063487264.1|9.B.330.4.2 prolipoprotein diacylglyceryl transferase [Lactobacillus plantarum],46.2,260,133
OFBKKLGO_03514_group_6527,gnl|TC-DB|K0J6Q4|1.E.40.3.4 Uncharacterized protein OS=Amphibacillus xylanus NBRC 15112 GN=AXY_06810 PE=4 SV=1,50.9,110,54
OFBKKLGO_03529_ctpB,gnl|TC-DB|O35002|9.B.174.1.1 Carboxy-terminal processing protease CtpB OS=Bacillus subtilis (strain 168) GN=ctpB PE=1 SV=1,81.4,479,75
OFBKKLGO_03532_ftsE,gnl|TC-DB|C1C6A0|3.A.1.140.6 Cell division ATP-binding protein FtsE OS=Streptococcus pneumoniae (strain 70585) GN=ftsE PE=4 SV=1,64.0,225,81
OFBKKLGO_03536_secA,gnl|TC-DB|P10408|3.A.5.1.1 PREPROTEIN TRANSLOCASE SECA SUBUNIT - Escherichia coli.,50.4,905,380
OFBKKLGO_03566_tuaB,gnl|TC-DB|O32273|2.A.66.2.6 TUAB protein - Bacillus subtilis.,78.8,482,101
OFBKKLGO_03603_rbsC,gnl|TC-DB|P0AGI1|3.A.1.2.1 Ribose transport system permease protein rbsC - Escherichia coli.,53.7,313,143
OFBKKLGO_03604_rbsB,gnl|TC-DB|A6VKT0|3.A.1.2.13 Monosaccharide-transporting ATPase - Actinobacillus succinogenes (strain ATCC 55618 / 130Z).,56.9,267,114
OFBKKLGO_03620_chrA,gnl|TC-DB|O05215|2.A.51.1.5 Uncharacterized transporter ywrA OS=Bacillus subtilis GN=ywrA PE=3 SV=1,96.6,178,6
OFBKKLGO_03632_ywqD,gnl|TC-DB|P39851|8.A.3.2.1 CAPB protein - Staphylococcus aureus.,41.1,209,123
OFBKKLGO_03639_ssbB,gnl|TC-DB|Q5G3M3|3.A.7.19.1 Single-stranded DNA-binding protein OS=Enterococcus faecalis GN=pcfS PE=3 SV=1,51.9,106,51
OFBKKLGO_03642_mscL,gnl|TC-DB|P94585|1.A.22.1.3 Large-conductance mechanosensitive channel - Bacillus subtilis.,78.1,128,27
OFBKKLGO_03647_mbl,gnl|TC-DB|Q8F2L2|9.B.157.1.4 Actin-like ATPase involved in cell morphogenesis OS=Leptospira interrogans serogroup Icterohaemorrhagiae serovar Lai (strain 56601) OX=189518 GN=mreB PE=4 SV=1,55.6,324,144
OFBKKLGO_03651_pucI,gnl|TC-DB|P94575|2.A.39.3.4 Hypothetical 54.0 kDa protein IN NRGA-USD intergenic region - Bacillus subtilis.,86.6,463,62
OFBKKLGO_03655_nrgA,gnl|TC-DB|O67997|1.A.11.1.4 AmtB OS=Azospirillum brasilense GN=amtB PE=4 SV=1,49.0,398,195
OFBKKLGO_03657_ftsW_3,gnl|TC-DB|P07373|2.A.103.1.3 STAGE V SPORULATION PROTEIN E - Bacillus subtilis.,42.7,358,205
OFBKKLGO_03658_bcrC,gnl|TC-DB|P94571|9.B.105.1.3 Undecaprenyl-diphosphatase BcrC OS=Bacillus subtilis (strain 168) GN=bcrC PE=1 SV=1,76.0,192,44
OFBKKLGO_03660_spoIIQ,gnl|TC-DB|P71044|1.A.34.1.1 Stage II sporulation protein Q OS=Bacillus subtilis GN=spoIIQ PE=1 SV=1,87.8,255,22
OFBKKLGO_03686_atpC,gnl|TC-DB|P07678|3.A.2.1.14 ATP synthase epsilon chain OS=Bacillus sp. (strain PS3) OX=2334 GN=atpC PE=1 SV=1,66.9,130,42
OFBKKLGO_03687_atpD,gnl|TC-DB|P07677|3.A.2.1.14 ATP synthase subunit beta OS=Bacillus sp. (strain PS3) OX=2334 GN=atpD PE=1 SV=1,87.3,473,60
OFBKKLGO_03688_atpG,gnl|TC-DB|P09222|3.A.2.1.14 ATP synthase gamma chain OS=Bacillus sp. (strain PS3) OX=2334 GN=atpG PE=1 SV=1,69.3,287,84
OFBKKLGO_03689_atpA,gnl|TC-DB|P09219|3.A.2.1.14 ATP synthase subunit alpha OS=Bacillus sp. (strain PS3) OX=2334 GN=atpA PE=1 SV=1,82.8,501,86
OFBKKLGO_03690_atpH,gnl|TC-DB|P09220|3.A.2.1.14 ATP synthase subunit delta OS=Bacillus sp. (strain PS3) OX=2334 GN=atpH PE=1 SV=1,43.6,179,100
OFBKKLGO_03691_atpF,gnl|TC-DB|P09221|3.A.2.1.14 ATP synthase subunit b OS=Bacillus sp. (strain PS3) OX=2334 GN=atpF PE=1 SV=1,61.1,149,58
OFBKKLGO_03692_atpE,gnl|TC-DB|P00845|3.A.2.1.14 ATP synthase subunit c OS=Bacillus sp. (strain PS3) OX=2334 GN=atpE PE=1 SV=1,72.7,66,18
OFBKKLGO_03693_atpB,gnl|TC-DB|P09218|3.A.2.1.14 ATP synthase subunit a OS=Bacillus sp. (strain PS3) OX=2334 GN=atpB PE=1 SV=1,66.1,245,75
OFBKKLGO_03694_group_16222,gnl|TC-DB|P37816|1.A.77.3.2 ATP synthase protein I OS=Bacillus subtilis (strain 168) GN=atpI PE=3 SV=1,80.3,127,25
OFBKKLGO_03700_mntP,gnl|TC-DB|WP_089030044.1|2.A.107.1.5 manganese efflux pump [Bacillus subtilis],75.7,185,45
OFBKKLGO_03720_group_3915,gnl|TC-DB|P06629|8.A.23.1.25 Uncharacterized protein YwjG OS=Bacillus subtilis (strain 168) OX=224308 GN=ywjG PE=4 SV=1,78.6,173,37
OFBKKLGO_03732_narH,gnl|TC-DB|P11349|5.A.3.1.1 Respiratory nitrate reductase 1 beta chain (EC 1.7.99.4) - Escherichia coli.,59.0,485,194
OFBKKLGO_03737_narT,gnl|TC-DB|O33854|2.A.1.8.15 Probable nitrate transporter narT OS=Staphylococcus carnosus (strain TM300) GN=narT PE=1 SV=1,49.5,370,187
OFBKKLGO_03752_yhdG_3,gnl|TC-DB|Q8R706|2.A.3.3.22 Amino acid transporters OS=Caldanaerobacter subterraneus subsp. tengcongensis (strain DSM 15242 / JCM 11007 / NBRC 100824 / MB4) GN=PotE6 PE=4 SV=1,43.8,459,252
OFBKKLGO_03781_rocC_1,gnl|TC-DB|P39137|2.A.3.1.11 Amino-acid permease ROCE - Bacillus subtilis.,58.9,453,185
OFBKKLGO_03799_ywdJ,gnl|TC-DB|P39618|2.A.40.5.2 Putative purine permease YwdJ OS=Bacillus subtilis (strain 168) OX=224308 GN=ywdJ PE=2 SV=2,76.9,438,100
OFBKKLGO_03819_ywcE,gnl|TC-DB|H8XK38|1.E.23.1.3 Spore morphogenesis and germination protein ywcE OS=Bacillus amyloliquefaciens subsp. plantarum YAU B9601-Y2 GN=ywcE PE=4 SV=1,98.8,86,1
OFBKKLGO_03820_qoxD,gnl|TC-DB|WP_069837848|3.D.4.5.2 cytochrome aa3 quinol oxidase subunit IV [Bacillus subtilis],92.5,120,8
OFBKKLGO_03822_qoxB,gnl|TC-DB|WP_063334853.1|3.D.4.5.2 cytochrome aa3 quinol oxidase subunit I [Bacillus subtilis],95.5,649,29
OFBKKLGO_03823_qoxA,gnl|TC-DB|WP_003227405|3.D.4.5.2 cytochrome aa3 quinol oxidase subunit II [Bacillus subtilis],90.9,318,29
OFBKKLGO_03839_group_15963,gnl|TC-DB|P39591|1.E.14.1.16 Holin-like protein CidA OS=Bacillus subtilis (strain 168) GN=cidA PE=3 SV=1,96.9,127,4
OFBKKLGO_03840_yohK,gnl|TC-DB|P39590|2.A.122.1.5 Uncharacterized protein YwbG OS=Bacillus subtilis (strain 168) GN=ywbG PE=3 SV=2,93.3,224,15
OFBKKLGO_03854_group_6602,gnl|TC-DB|P39580|2.A.50.2.1 Protein dltB - Bacillus subtilis.,89.8,394,40
OFBKKLGO_03855_dltC,gnl|TC-DB|P39579|2.A.50.2.1 D-alanyl carrier protein OS=Bacillus subtilis (strain 168) OX=224308 GN=dltC PE=1 SV=1,88.5,78,9
OFBKKLGO_03859_licA,"gnl|TC-DB|P46319|4.A.3.2.2 PTS SYSTEM, CELLOBIOSE-SPECIFIC IIA COMPONENT (EIIA-CEL) (CELLOBIOSE- PERMEASE IIA COMPONENT) (PHOSPHOTRANSFERASE ENZYME II, A COMPONENT) (EC 2.7.1.69) (EIII-CEL) - Bacillus subtilis.",78.2,110,24
OFBKKLGO_03860_licC_2,"gnl|TC-DB|P46317|4.A.3.2.2 PTS SYSTEM, CELLOBIOSE-SPECIFIC IIC COMPONENT (EIIC-CEL) (CELLOBIOSE- PERMEASE IIC COMPONENT) (PHOSPHOTRANSFERASE ENZYME II, C COMPONENT) - Bacillus subtilis.",90.3,452,44
OFBKKLGO_03861_licB,"gnl|TC-DB|P46318|4.A.3.2.2 PTS SYSTEM, CELLOBIOSE-SPECIFIC IIB COMPONENT (EIIB-CEL) (CELLOBIOSE- PERMEASE IIB COMPONENT) (PHOSPHOTRANSFERASE ENZYME II, B COMPONENT) (EC 2.7.1.69) - Bacillus subtilis.",91.2,102,9
OFBKKLGO_03864_feuB_2,gnl|TC-DB|P72590|3.A.1.14.24 Iron(III) dicitrate transport system permease protein FecC OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=fecC PE=3 SV=1,41.5,301,172
OFBKKLGO_03865_group_5012,gnl|TC-DB|P72591|3.A.1.14.24 Iron(III) dicitrate transport system permease protein FecD OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=fecD PE=3 SV=1,40.9,320,183
OFBKKLGO_03868_arsB_2,gnl|TC-DB|P30329|2.A.45.1.1 ARSENICAL PUMP MEMBRANE PROTEIN - Staphylococcus aureus.,68.0,422,135
OFBKKLGO_03880_group_6610,"gnl|TC-DB|O75027|3.A.1.210.4 ATP-binding cassette, sub-family B, member 7, mitochondrial precursor (ATP-binding cassette transporter 7) (ABC transporter 7 protein) - Homo sapiens (Human).",41.8,225,130
OFBKKLGO_03884_cimH,gnl|TC-DB|P94363|2.A.24.2.4 HOMOLOGOUS TO CITRATE-SODIUM SYMPORT - Bacillus subtilis.,81.8,450,79
OFBKKLGO_03886_msmX_2,gnl|TC-DB|P94360|3.A.1.1.26 Probable multiple sugar-binding transport ATP-binding protein msmX - Bacillus subtilis.,91.0,365,33
OFBKKLGO_03888_group_5019,gnl|TC-DB|P94357|2.A.115.1.2 UPF0750 membrane protein YxkD OS=Bacillus subtilis (strain 168) GN=yxkD PE=3 SV=1,91.0,278,25
OFBKKLGO_03901_nupG,gnl|TC-DB|P42312|2.A.41.1.3 Hypothetical transport protein yxjA - Bacillus subtilis.,85.6,397,57
OFBKKLGO_03906_citN,gnl|TC-DB|P42308|2.A.11.1.2 CITRATE TRANSPORTER - Bacillus subtilis.,98.6,425,6
OFBKKLGO_03909_group_1884,gnl|TC-DB|Q1CWQ3|2.A.1.24.4 Major facilitator family transporter OS=Myxococcus xanthus (strain DK 1622) GN=MXAN_7057 PE=4 SV=1,40.9,403,231
OFBKKLGO_03940_nupC,gnl|TC-DB|P39141|2.A.41.1.2 PYRIMIDINE NUCLEOSIDE TRANSPORT PROTEIN - Bacillus subtilis.,86.3,393,54
OFBKKLGO_03952_yxdM,gnl|TC-DB|P42424|3.A.1.134.6 ABC transporter permease protein yxdM OS=Bacillus subtilis GN=yxdM PE=2 SV=3,95.2,622,30
OFBKKLGO_03960_ygcS,gnl|TC-DB|P42417|2.A.1.1.27 Myo-inositol transport protein - Bacillus subtilis.,82.0,438,72
OFBKKLGO_03968_csbC_2,gnl|TC-DB|P46333|2.A.1.1.106 Probable metabolite transport protein CsbC OS=Bacillus subtilis (strain 168) GN=csbC PE=1 SV=3,86.8,462,60
OFBKKLGO_03973_des,gnl|TC-DB|WP_090852276.1|9.A.76.1.8 fatty acid desaturase [Bacillus salsus],65.8,322,110
OFBKKLGO_03985_cycA,gnl|TC-DB|P96704|2.A.3.1.16 Uncharacterized transporter YdgF OS=Bacillus subtilis (strain 168) GN=ydgF PE=3 SV=1,59.1,447,182
OFBKKLGO_04013_rocE_2,gnl|TC-DB|P39137|2.A.3.1.11 Amino-acid permease ROCE - Bacillus subtilis.,87.6,467,57
OFBKKLGO_04048_yicL,gnl|TC-DB|P96661|2.A.7.3.31 Uncharacterized transporter ydeD OS=Bacillus subtilis (strain 168) GN=ydeD PE=3 SV=1,46.0,287,153
OFBKKLGO_04074_ssbA,gnl|TC-DB|Q5G3M3|3.A.7.19.1 Single-stranded DNA-binding protein OS=Enterococcus faecalis GN=pcfS PE=3 SV=1,71.7,106,30
OFBKKLGO_04076_ychF,gnl|TC-DB|V6EW69|9.A.8.1.16 Ferrous iron transport protein B OS=Magnetospirillum gryphiswaldense MSR-1 v2 GN=feoB2 PE=3 SV=1,47.6,42,22
OFBKKLGO_04079_group_5065,gnl|TC-DB|P37520|2.A.120.1.9 Uncharacterized protein YyaD OS=Bacillus subtilis (strain 168) GN=yyaD PE=4 SV=1,81.9,332,60
OFBKKLGO_04089_misCA,gnl|TC-DB|Q01625|2.A.9.3.2 Stage III sporulation protein J precursor - Bacillus subtilis.,93.4,259,17
